Model,Threshold,TN,FP,FN,TP,Accuracy,Precision,Recall,F1-Score
XGBoost Standalone (SMOTE 60/40),0.8,462,1536,20,224,0.30597680642283676,0.12727272727272726,0.9180327868852459,0.22355289421157684
