year,sequence,shortname,circuit_name,rider_name,team_name,bike_name,Status_Zavrsetka
1987,3,WGER,Hockenheim,"Lawson, Eddie",?,Yamaha,0
1987,3,WGER,Hockenheim,"Mamola, Randy",?,Yamaha,0
1987,3,WGER,Hockenheim,"Haslam, Ron",?,Elf-Honda,0
1987,3,WGER,Hockenheim,"Taira, Tadahiko",?,Yamaha,0
1987,3,WGER,Hockenheim,"Mcelnea, Rob",?,Yamaha,0
1987,3,WGER,Hockenheim,"Chili, Pierfrancesco",?,Honda,0
1987,3,WGER,Hockenheim,"Mackenzie, Niall",?,Honda,0
1987,3,WGER,Hockenheim,"Burnett, Roger",?,Honda,0
1987,3,WGER,Hockenheim,"Reiner, Gustav",?,Honda,0
1987,3,WGER,Hockenheim,"Gardner, Wayne",?,Honda,0
1987,3,WGER,Hockenheim,"Kneubühler, Bruno",?,Honda,0
1987,3,WGER,Hockenheim,"De Radigues, Didier",?,Cagiva,0
1987,3,WGER,Hockenheim,"Scott, Richard",?,Honda,0
1987,3,WGER,Hockenheim,"Biliotti, Fabio",?,Honda,0
1987,3,WGER,Hockenheim,"Mcleod, Donnie",?,Suzuki,0
1987,3,WGER,Hockenheim,"Barchitta, Fabio",?,Honda,0
1987,3,WGER,Hockenheim,"Papa, Marco",?,Honda,0
1987,3,WGER,Hockenheim,"Amatriain, Daniel",?,Honda,0
1987,3,WGER,Hockenheim,"Buckmaster, Simon",?,Honda,0
1987,3,WGER,Hockenheim,"Fisher, Gerold",?,Honda,0
1987,3,WGER,Hockenheim,"Duyzers, Maarten",?,Honda,0
1987,3,WGER,Hockenheim,"Manley, Steve",?,Suzuki,0
1987,3,WGER,Hockenheim,"Schutz, Helmut",?,Honda,0
1987,3,WGER,Hockenheim,"Sarron, Christian",?,Yamaha,1
1987,4,NAT,Monza,"Gardner, Wayne",?,Honda,0
1987,4,NAT,Monza,"Lawson, Eddie",?,Yamaha,0
1987,4,NAT,Monza,"Sarron, Christian",?,Yamaha,0
1987,4,NAT,Monza,"Mcelnea, Rob",?,Yamaha,0
1987,4,NAT,Monza,"Haslam, Ron",?,Elf-Honda,0
1987,4,NAT,Monza,"Taira, Tadahiko",?,Yamaha,0
1987,4,NAT,Monza,"Chili, Pierfrancesco",?,Honda,0
1987,4,NAT,Monza,"Schwantz, Kevin",?,Suzuki,0
1987,4,NAT,Monza,"Roche, Raymond",?,Cagiva,0
1987,4,NAT,Monza,"Mackenzie, Niall",?,Honda,0
1987,4,NAT,Monza,"Burnett, Roger",?,Honda,0
1987,4,NAT,Monza,"Fischer, Manfred",?,Honda,0
1987,4,NAT,Monza,"Scott, Richard",?,Honda,0
1987,4,NAT,Monza,"Kneubühler, Bruno",?,Honda,0
1987,4,NAT,Monza,"Broccoli, Massimo",?,Honda,0
1987,4,NAT,Monza,"Papa, Marco",?,Honda,0
1987,4,NAT,Monza,"Barchitta, Fabio",?,Honda,0
1987,4,NAT,Monza,"Valesi, Alessandro",?,Honda,0
1987,4,NAT,Monza,"Biliotti, Fabio",?,Honda,0
1987,4,NAT,Monza,"Scatola, Vittorio",?,Paton,0
1987,4,NAT,Monza,"Kuparinen, Esko",?,Honda,0
1987,4,NAT,Monza,"De Radigues, Didier",?,Cagiva,1
1987,5,AUT,Salzburgring,"Gardner, Wayne",?,Honda,0
1987,5,AUT,Salzburgring,"Mamola, Randy",?,Yamaha,0
1987,5,AUT,Salzburgring,"Mackenzie, Niall",?,Honda,0
1987,5,AUT,Salzburgring,"Haslam, Ron",?,Elf-Honda,0
1987,5,AUT,Salzburgring,"Mcelnea, Rob",?,Yamaha,0
1987,5,AUT,Salzburgring,"Sarron, Christian",?,Yamaha,0
1987,5,AUT,Salzburgring,"Yatsushiro, Shunji",?,Honda,0
1987,5,AUT,Salzburgring,"Burnett, Roger",?,Honda,0
1987,5,AUT,Salzburgring,"Taira, Tadahiko",?,Yamaha,0
1987,5,AUT,Salzburgring,"Chili, Pierfrancesco",?,Honda,0
1987,5,AUT,Salzburgring,"Scott, Richard",?,Yamaha,0
1987,5,AUT,Salzburgring,"De Radigues, Didier",?,Cagiva,0
1987,5,AUT,Salzburgring,"Biliotti, Fabio",?,Honda,0
1987,5,AUT,Salzburgring,"Von Muralt, Wolfgang",?,Suzuki,0
1987,5,AUT,Salzburgring,"Valesi, Alessandro",?,Honda,0
1987,5,AUT,Salzburgring,"Truchsess, Karl",?,Honda,0
1987,5,AUT,Salzburgring,"Buckmaster, Simon",?,Honda,0
1987,5,AUT,Salzburgring,"Fischer, Manfred",?,Honda,0
1987,5,AUT,Salzburgring,"Fisher, Gerold",?,Honda,0
1987,5,AUT,Salzburgring,"Guilleux, Herve",?,Fior,0
1987,5,AUT,Salzburgring,"Duyzers, Maarten",?,Honda,0
1987,5,AUT,Salzburgring,"Manley, Steve",?,Suzuki,0
1987,5,AUT,Salzburgring,"Lawson, Eddie",?,Yamaha,1
1987,6,JUG,Rijeka,"Gardner, Wayne",?,Honda,0
1987,6,JUG,Rijeka,"Mamola, Randy",?,Yamaha,0
1987,6,JUG,Rijeka,"Lawson, Eddie",?,Yamaha,0
1987,6,JUG,Rijeka,"Haslam, Ron",?,Elf-Honda,0
1987,6,JUG,Rijeka,"Roche, Raymond",?,Cagiva,0
1987,6,JUG,Rijeka,"Chili, Pierfrancesco",?,Honda,0
1987,6,JUG,Rijeka,"Taira, Tadahiko",?,Yamaha,0
1987,6,JUG,Rijeka,"Yatsushiro, Shunji",?,Honda,0
1987,6,JUG,Rijeka,"Scott, Richard",?,Yamaha,0
1987,6,JUG,Rijeka,"Irons, Kenny",?,Suzuki,0
1987,6,JUG,Rijeka,"Burnett, Roger",?,Honda,0
1987,6,JUG,Rijeka,"Biliotti, Fabio",?,Honda,0
1987,6,JUG,Rijeka,"Valesi, Alessandro",?,Honda,0
1987,6,JUG,Rijeka,"Von Muralt, Wolfgang",?,Suzuki,0
1987,6,JUG,Rijeka,"Kneubühler, Bruno",?,Honda,0
1987,6,JUG,Rijeka,"Buckmaster, Simon",?,Honda,0
1987,6,JUG,Rijeka,"Barchitta, Fabio",?,Honda,0
1987,6,JUG,Rijeka,"Broccoli, Massimo",?,Honda,0
1987,6,JUG,Rijeka,"Leuthe, Andy",?,Honda,0
1987,6,JUG,Rijeka,"Guilleux, Herve",?,Fior,0
1987,6,JUG,Rijeka,"Fisher, Gerold",?,Honda,0
1987,6,JUG,Rijeka,"Gentile, Marco",?,Fior,0
1987,6,JUG,Rijeka,"Schutz, Helmut",?,Honda,1
1987,7,NED,Assen,"Lawson, Eddie",?,Yamaha,0
1987,7,NED,Assen,"Gardner, Wayne",?,Honda,0
1987,7,NED,Assen,"Mamola, Randy",?,Yamaha,0
1987,7,NED,Assen,"Mcelnea, Rob",?,Yamaha,0
1987,7,NED,Assen,"Haslam, Ron",?,Elf-Honda,0
1987,7,NED,Assen,"De Radigues, Didier",?,Cagiva,0
1987,7,NED,Assen,"Burnett, Roger",?,Honda,0
1987,7,NED,Assen,"Irons, Kenny",?,Suzuki,0
1987,7,NED,Assen,"Chili, Pierfrancesco",?,Honda,0
1987,7,NED,Assen,"Magee, Kevin",?,Yamaha,0
1987,7,NED,Assen,"Buckmaster, Simon",?,Honda,0
1987,7,NED,Assen,"Gentile, Marco",?,Fior,0
1987,7,NED,Assen,"Yatsushiro, Shunji",?,Honda,0
1987,7,NED,Assen,"Barchitta, Fabio",?,Honda,0
1987,7,NED,Assen,"Fisher, Gerold",?,Honda,0
1987,7,NED,Assen,"Manley, Steve",?,Suzuki,0
1987,7,NED,Assen,"Taira, Tadahiko",?,Yamaha,0
1987,7,NED,Assen,"Guilleux, Herve",?,Fior,0
1987,7,NED,Assen,"Kneubühler, Bruno",?,Honda,0
1987,7,NED,Assen,"Amatriain, Daniel",?,Honda,0
1987,7,NED,Assen,"Mackenzie, Niall",?,Honda,1
1987,8,FRA,Le Mans,"Mamola, Randy",?,Yamaha,0
1987,8,FRA,Le Mans,"Chili, Pierfrancesco",?,Honda,0
1987,8,FRA,Le Mans,"Sarron, Christian",?,Yamaha,0
1987,8,FRA,Le Mans,"Gardner, Wayne",?,Honda,0
1987,8,FRA,Le Mans,"Haslam, Ron",?,Elf-Honda,0
1987,8,FRA,Le Mans,"Irons, Kenny",?,Suzuki,0
1987,8,FRA,Le Mans,"Mackenzie, Niall",?,Honda,0
1987,8,FRA,Le Mans,"Yatsushiro, Shunji",?,Honda,0
1987,8,FRA,Le Mans,"Schwantz, Kevin",?,Suzuki,0
1987,8,FRA,Le Mans,"Burnett, Roger",?,Honda,0
1987,8,FRA,Le Mans,"Gentile, Marco",?,Fior,0
1987,8,FRA,Le Mans,"Fischer, Manfred",?,Rieju,0
1987,8,FRA,Le Mans,"Buckmaster, Simon",?,Honda,0
1987,8,FRA,Le Mans,"Duyzers, Maarten",?,Honda,0
1987,8,FRA,Le Mans,"Scatola, Vittorio",?,Paton,0
1987,8,FRA,Le Mans,"Amatriain, Daniel",?,Honda,0
1987,8,FRA,Le Mans,"Nicotte, Rachel",?,Suzuki,0
1987,8,FRA,Le Mans,"Guilleux, Herve",?,Fior,1
1987,9,GBR,Donington Park,"Lawson, Eddie",?,Yamaha,0
1987,9,GBR,Donington Park,"Gardner, Wayne",?,Honda,0
1987,9,GBR,Donington Park,"Mamola, Randy",?,Yamaha,0
1987,9,GBR,Donington Park,"Sarron, Christian",?,Yamaha,0
1987,9,GBR,Donington Park,"Mackenzie, Niall",?,Honda,0
1987,9,GBR,Donington Park,"De Radigues, Didier",?,Cagiva,0
1987,9,GBR,Donington Park,"Haslam, Ron",?,Elf-Honda,0
1987,9,GBR,Donington Park,"Taira, Tadahiko",?,Yamaha,0
1987,9,GBR,Donington Park,"Burnett, Roger",?,Honda,0
1987,9,GBR,Donington Park,"Irons, Kenny",?,Suzuki,0
1987,9,GBR,Donington Park,"Yatsushiro, Shunji",?,Honda,0
1987,9,GBR,Donington Park,"Chili, Pierfrancesco",?,Honda,0
1987,9,GBR,Donington Park,"Scott, Richard",?,Yamaha,0
1987,9,GBR,Donington Park,"Gentile, Marco",?,Fior,0
1987,9,GBR,Donington Park,"Biliotti, Fabio",?,Honda,0
1987,9,GBR,Donington Park,"Von Muralt, Wolfgang",?,Suzuki,0
1987,9,GBR,Donington Park,"Kneubühler, Bruno",?,Honda,0
1987,9,GBR,Donington Park,"Guilleux, Herve",?,Fior,0
1987,9,GBR,Donington Park,"Valesi, Alessandro",?,Honda,0
1987,9,GBR,Donington Park,"Dunlop, Joey",?,Honda,0
1987,9,GBR,Donington Park,"Duyzers, Maarten",?,Honda,0
1987,9,GBR,Donington Park,"Barchitta, Fabio",?,Honda,0
1987,9,GBR,Donington Park,"Marshall, Roger",?,Suzuki,1
1987,10,SWE,Anderstorp,"Gardner, Wayne",?,Honda,0
1987,10,SWE,Anderstorp,"Lawson, Eddie",?,Yamaha,0
1987,10,SWE,Anderstorp,"Mamola, Randy",?,Yamaha,0
1987,10,SWE,Anderstorp,"Mcelnea, Rob",?,Yamaha,0
1987,10,SWE,Anderstorp,"Mackenzie, Niall",?,Honda,0
1987,10,SWE,Anderstorp,"Haslam, Ron",?,Elf-Honda,0
1987,10,SWE,Anderstorp,"Spencer, Freddie",?,Honda,0
1987,10,SWE,Anderstorp,"De Radigues, Didier",?,Cagiva,0
1987,10,SWE,Anderstorp,"Irons, Kenny",?,Suzuki,0
1987,10,SWE,Anderstorp,"Burnett, Roger",?,Honda,0
1987,10,SWE,Anderstorp,"Scott, Richard",?,Yamaha,0
1987,10,SWE,Anderstorp,"Biliotti, Fabio",?,Honda,0
1987,10,SWE,Anderstorp,"Taira, Tadahiko",?,Yamaha,0
1987,10,SWE,Anderstorp,"Kneubühler, Bruno",?,Honda,0
1987,10,SWE,Anderstorp,"Fischer, Manfred",?,Honda,0
1987,10,SWE,Anderstorp,"Buckmaster, Simon",?,Honda,0
1987,10,SWE,Anderstorp,"Barchitta, Fabio",?,Honda,0
1987,10,SWE,Anderstorp,"Duyzers, Maarten",?,Honda,0
1987,10,SWE,Anderstorp,"Gentile, Marco",?,Fior,0
1987,10,SWE,Anderstorp,"Fisher, Gerold",?,Honda,0
1987,10,SWE,Anderstorp,"Linden, Peter",?,Honda,1
1987,11,TCH,Brno,"Gardner, Wayne",?,Honda,0
1987,11,TCH,Brno,"Lawson, Eddie",?,Yamaha,0
1987,11,TCH,Brno,"Taira, Tadahiko",?,Yamaha,0
1987,11,TCH,Brno,"Mamola, Randy",?,Yamaha,0
1987,11,TCH,Brno,"Mackenzie, Niall",?,Honda,0
1987,11,TCH,Brno,"Yatsushiro, Shunji",?,Honda,0
1987,11,TCH,Brno,"Sarron, Christian",?,Yamaha,0
1987,11,TCH,Brno,"Mcelnea, Rob",?,Yamaha,0
1987,11,TCH,Brno,"Chili, Pierfrancesco",?,Honda,0
1987,11,TCH,Brno,"Burnett, Roger",?,Honda,0
1987,11,TCH,Brno,"Spencer, Freddie",?,Honda,0
1987,11,TCH,Brno,"De Radigues, Didier",?,Cagiva,0
1987,11,TCH,Brno,"Scott, Richard",?,Yamaha,0
1987,11,TCH,Brno,"Haslam, Ron",?,Elf-Honda,0
1987,11,TCH,Brno,"Broccoli, Massimo",?,Honda,0
1987,11,TCH,Brno,"Barchitta, Fabio",?,Honda,0
1987,11,TCH,Brno,"Buckmaster, Simon",?,Honda,0
1987,11,TCH,Brno,"Fisher, Gerold",?,Honda,0
1987,11,TCH,Brno,"Doppler, Josef",?,Honda,0
1987,11,TCH,Brno,"Cascino, Vincenzo",?,Suzuki,0
1987,11,TCH,Brno,"Valesi, Alessandro",?,Honda,1
1987,12,RSM,Misano,"Mamola, Randy",?,Yamaha,0
1987,12,RSM,Misano,"Lawson, Eddie",?,Yamaha,0
1987,12,RSM,Misano,"Gardner, Wayne",?,Honda,0
1987,12,RSM,Misano,"Taira, Tadahiko",?,Yamaha,0
1987,12,RSM,Misano,"Yatsushiro, Shunji",?,Honda,0
1987,12,RSM,Misano,"Burnett, Roger",?,Honda,0
1987,12,RSM,Misano,"Mackenzie, Niall",?,Honda,0
1987,12,RSM,Misano,"Sarron, Christian",?,Yamaha,0
1987,12,RSM,Misano,"Reiner, Gustav",?,Honda,0
1987,12,RSM,Misano,"Gentile, Marco",?,Fior-Honda,0
1987,12,RSM,Misano,"Amatriain, Daniel",?,Honda,0
1987,12,RSM,Misano,"Valesi, Alessandro",?,Honda,0
1987,12,RSM,Misano,"Barchitta, Fabio",?,Honda,0
1987,12,RSM,Misano,"Kneubühler, Bruno",?,Honda,0
1987,12,RSM,Misano,"Fischer, Manfred",?,Honda,0
1987,12,RSM,Misano,"Papa, Marco",?,Honda,0
1987,12,RSM,Misano,"Buckmaster, Simon",?,Honda,0
1987,12,RSM,Misano,"Balbi, Romolo",?,Honda,0
1987,12,RSM,Misano,"Truchsess, Karl",?,Honda,0
1987,12,RSM,Misano,"Becheroni, Leandro",?,Honda,1
1987,13,POR,Jarama,"Lawson, Eddie",?,Yamaha,0
1987,13,POR,Jarama,"Mamola, Randy",?,Yamaha,0
1987,13,POR,Jarama,"Magee, Kevin",?,Yamaha,0
1987,13,POR,Jarama,"Gardner, Wayne",?,Honda,0
1987,13,POR,Jarama,"Sarron, Christian",?,Yamaha,0
1987,13,POR,Jarama,"Mackenzie, Niall",?,Honda,0
1987,13,POR,Jarama,"Chili, Pierfrancesco",?,Honda,0
1987,13,POR,Jarama,"Yatsushiro, Shunji",?,Honda,0
1987,13,POR,Jarama,"Haslam, Ron",?,ELF,0
1987,13,POR,Jarama,"Reiner, Gustav",?,Honda,0
1987,13,POR,Jarama,"Kneubühler, Bruno",?,Honda,0
1987,13,POR,Jarama,"Von Muralt, Wolfgang",?,Suzuki,0
1987,13,POR,Jarama,"Buckmaster, Simon",?,Honda,0
1987,13,POR,Jarama,"Vogt, Gerhardt",?,Suzuki,0
1987,13,POR,Jarama,"Cascino, Vincenzo",?,Suzuki,0
1987,13,POR,Jarama,"Taira, Tadahiko",?,Yamaha,1
1987,14,BRA,Goiania,"Gardner, Wayne",?,Honda,0
1987,14,BRA,Goiania,"Lawson, Eddie",?,Yamaha,0
1987,14,BRA,Goiania,"Mamola, Randy",?,Yamaha,0
1987,14,BRA,Goiania,"De Radigues, Didier",?,Cagiva,0
1987,14,BRA,Goiania,"Sarron, Christian",?,Yamaha,0
1987,14,BRA,Goiania,"Yatsushiro, Shunji",?,Honda,0
1987,14,BRA,Goiania,"Taira, Tadahiko",?,Yamaha,0
1987,14,BRA,Goiania,"Mackenzie, Niall",?,Honda,0
1987,14,BRA,Goiania,"Chili, Pierfrancesco",?,Honda,0
1987,14,BRA,Goiania,"Baldwin, Mike",?,Yamaha,0
1987,14,BRA,Goiania,"Haslam, Ron",?,Honda,0
1987,14,BRA,Goiania,"Gentile, Marco",?,Fior,0
1987,14,BRA,Goiania,"Von Muralt, Wolfgang",?,Suzuki,0
1987,14,BRA,Goiania,"Cascino, Vincenzo",?,Suzuki,0
1987,14,BRA,Goiania,"Vogt, Gerhardt",?,Suzuki,0
1987,14,BRA,Goiania,"Mcelnea, Rob",?,Suzuki,1
1987,15,ARG,Oscar A. Galvez,"Lawson, Eddie",?,Yamaha,0
1987,15,ARG,Oscar A. Galvez,"Mamola, Randy",?,Yamaha,0
1987,15,ARG,Oscar A. Galvez,"Gardner, Wayne",?,Honda,0
1987,15,ARG,Oscar A. Galvez,"Yatsushiro, Shunji",?,Honda,0
1987,15,ARG,Oscar A. Galvez,"Roche, Raymond",?,Cagiva,0
1987,15,ARG,Oscar A. Galvez,"Baldwin, Mike",?,Yamaha,0
1987,15,ARG,Oscar A. Galvez,"Mackenzie, Niall",?,Honda,0
1987,15,ARG,Oscar A. Galvez,"Taira, Tadahiko",?,Yamaha,0
1987,15,ARG,Oscar A. Galvez,"Chili, Pierfrancesco",?,Honda,0
1987,15,ARG,Oscar A. Galvez,"Haslam, Ron",?,ELF,0
1987,15,ARG,Oscar A. Galvez,"Gentile, Marco",?,Fior,0
1987,15,ARG,Oscar A. Galvez,"Vogt, Gerhardt",?,Suzuki,0
1987,15,ARG,Oscar A. Galvez,"Cascino, Vincenzo",?,Suzuki,0
1987,15,ARG,Oscar A. Galvez,"Sarron, Christian",?,Yamaha,1
1988,1,JPN,Suzuka,"Schwantz, Kevin",?,Suzuki,0
1988,1,JPN,Suzuka,"Gardner, Wayne",?,Honda,0
1988,1,JPN,Suzuka,"Lawson, Eddie",?,Yamaha,0
1988,1,JPN,Suzuka,"Mackenzie, Niall",?,Honda,0
1988,1,JPN,Suzuka,"Taira, Tadahiko",?,Yamaha,0
1988,1,JPN,Suzuka,"Rainey, Wayne",?,Yamaha,0
1988,1,JPN,Suzuka,"Magee, Kevin",?,Yamaha,0
1988,1,JPN,Suzuka,"Sarron, Christian",?,Yamaha,0
1988,1,JPN,Suzuka,"De Radigues, Didier",?,Yamaha,0
1988,1,JPN,Suzuka,"Yatsushiro, Shunji",?,Honda,0
1988,1,JPN,Suzuka,"Miyagi, Hikaru",?,Honda,0
1988,1,JPN,Suzuka,"Haslam, Ron",?,Elf-Honda,0
1988,1,JPN,Suzuka,"Igoa, Patrick",?,Yamaha,0
1988,1,JPN,Suzuka,"Chili, Pierfrancesco",?,Honda,0
1988,1,JPN,Suzuka,"Hiwatashi, Osamu",?,Suzuki,0
1988,1,JPN,Suzuka,"Katayama, Shinji",?,Yamaha,0
1988,1,JPN,Suzuka,"Valesi, Alessandro",?,Honda,0
1988,1,JPN,Suzuka,"Fischer, Manfred",?,Honda,1
1988,2,USA,Laguna Seca,"Lawson, Eddie",?,Yamaha,0
1988,2,USA,Laguna Seca,"Gardner, Wayne",?,Honda,0
1988,2,USA,Laguna Seca,"Mackenzie, Niall",?,Honda,0
1988,2,USA,Laguna Seca,"Rainey, Wayne",?,Yamaha,0
1988,2,USA,Laguna Seca,"Schwantz, Kevin",?,Suzuki,0
1988,2,USA,Laguna Seca,"Sarron, Christian",?,Yamaha,0
1988,2,USA,Laguna Seca,"Haslam, Ron",?,Elf-Honda,0
1988,2,USA,Laguna Seca,"De Radigues, Didier",?,Yamaha,0
1988,2,USA,Laguna Seca,"Mcelnea, Rob",?,Suzuki,0
1988,2,USA,Laguna Seca,"Baldwin, Mike",?,Honda,0
1988,2,USA,Laguna Seca,"Valesi, Alessandro",?,Honda,0
1988,2,USA,Laguna Seca,"Chili, Pierfrancesco",?,Honda,1
1988,3,SPA,Jarama,"Magee, Kevin",?,Yamaha,0
1988,3,SPA,Jarama,"Lawson, Eddie",?,Yamaha,0
1988,3,SPA,Jarama,"Gardner, Wayne",?,Honda,0
1988,3,SPA,Jarama,"Sarron, Christian",?,Yamaha,0
1988,3,SPA,Jarama,"Mackenzie, Niall",?,Honda,0
1988,3,SPA,Jarama,"Rainey, Wayne",?,Yamaha,0
1988,3,SPA,Jarama,"Chili, Pierfrancesco",?,Honda,0
1988,3,SPA,Jarama,"De Radigues, Didier",?,Yamaha,0
1988,3,SPA,Jarama,"Yatsushiro, Shunji",?,Honda,0
1988,3,SPA,Jarama,"Haslam, Ron",?,Elf-Honda,0
1988,3,SPA,Jarama,"Roche, Raymond",?,Cagiva,0
1988,3,SPA,Jarama,"Mcelnea, Rob",?,Suzuki,0
1988,3,SPA,Jarama,"Valesi, Alessandro",?,Honda,0
1988,3,SPA,Jarama,"Amatriain, Daniel",?,Honda,0
1988,3,SPA,Jarama,"Kneubühler, Bruno",?,Honda,0
1988,3,SPA,Jarama,"Manley, Steve",?,Suzuki,0
1988,3,SPA,Jarama,"Nicotte, Rachel",?,Honda,0
1988,3,SPA,Jarama,"Barchitta, Fabio",?,Honda,0
1988,3,SPA,Jarama,"Schmassman, Niggi",?,Honda,0
1988,3,SPA,Jarama,"Duyzers, Maarten",?,Honda,0
1988,3,SPA,Jarama,"Leuthe, Andy",?,Suzuki,1
1988,4,POR,Jerez,"Lawson, Eddie",?,Yamaha,0
1988,4,POR,Jerez,"Rainey, Wayne",?,Yamaha,0
1988,4,POR,Jerez,"Magee, Kevin",?,Yamaha,0
1988,4,POR,Jerez,"Sarron, Christian",?,Yamaha,0
1988,4,POR,Jerez,"Gardner, Wayne",?,Honda,0
1988,4,POR,Jerez,"De Radigues, Didier",?,Yamaha,0
1988,4,POR,Jerez,"Mackenzie, Niall",?,Honda,0
1988,4,POR,Jerez,"Mcelnea, Rob",?,Suzuki,0
1988,4,POR,Jerez,"Papa, Marco",?,Honda,0
1988,4,POR,Jerez,"Valesi, Alessandro",?,Honda,0
1988,4,POR,Jerez,"Amatriain, Daniel",?,Honda,0
1988,4,POR,Jerez,"Manley, Steve",?,Suzuki,0
1988,4,POR,Jerez,"Nicotte, Rachel",?,Honda,0
1988,4,POR,Jerez,"Kneubühler, Bruno",?,Honda,0
1988,4,POR,Jerez,"Duyzers, Maarten",?,Honda,0
1988,4,POR,Jerez,"Schmassman, Niggi",?,Honda,0
1988,4,POR,Jerez,"Doppler, Josef",?,Honda,0
1988,4,POR,Jerez,"Barchitta, Fabio",?,Honda,1
1988,5,NAT,Imola,"Lawson, Eddie",?,Yamaha,0
1988,5,NAT,Imola,"Gardner, Wayne",?,Honda,0
1988,5,NAT,Imola,"Rainey, Wayne",?,Yamaha,0
1988,5,NAT,Imola,"Schwantz, Kevin",?,Suzuki,0
1988,5,NAT,Imola,"Magee, Kevin",?,Yamaha,0
1988,5,NAT,Imola,"Chili, Pierfrancesco",?,Honda,0
1988,5,NAT,Imola,"Mamola, Randy",?,Cagiva,0
1988,5,NAT,Imola,"Yatsushiro, Shunji",?,Honda,0
1988,5,NAT,Imola,"Roche, Raymond",?,Cagiva,0
1988,5,NAT,Imola,"Taira, Tadahiko",?,Yamaha,0
1988,5,NAT,Imola,"Mackenzie, Niall",?,Honda,0
1988,5,NAT,Imola,"Mcelnea, Rob",?,Suzuki,0
1988,5,NAT,Imola,"Valesi, Alessandro",?,Honda,0
1988,5,NAT,Imola,"Gentile, Marco",?,Fior,0
1988,5,NAT,Imola,"Igoa, Patrick",?,Yamaha,0
1988,5,NAT,Imola,"Haslam, Ron",?,Elf-Honda,0
1988,5,NAT,Imola,"Rota, Alberto",?,Honda,0
1988,5,NAT,Imola,"Barchitta, Fabio",?,Honda,0
1988,5,NAT,Imola,"Kneubühler, Bruno",?,Honda,0
1988,5,NAT,Imola,"Balbi, Romolo",?,Honda,0
1988,5,NAT,Imola,"Nicotte, Rachel",?,Honda,0
1988,5,NAT,Imola,"Papa, Marco",?,Honda,0
1988,5,NAT,Imola,"Duyzers, Maarten",?,Honda,0
1988,5,NAT,Imola,"Schmassman, Niggi",?,Honda,0
1988,5,NAT,Imola,"Broccoli, Massimo",?,Cagiva,1
1988,6,WGER,Nurburgring,"Schwantz, Kevin",?,Suzuki,0
1988,6,WGER,Nurburgring,"Rainey, Wayne",?,Yamaha,0
1988,6,WGER,Nurburgring,"Sarron, Christian",?,Yamaha,0
1988,6,WGER,Nurburgring,"Lawson, Eddie",?,Yamaha,0
1988,6,WGER,Nurburgring,"Magee, Kevin",?,Yamaha,0
1988,6,WGER,Nurburgring,"Chili, Pierfrancesco",?,Honda,0
1988,6,WGER,Nurburgring,"De Radigues, Didier",?,Yamaha,0
1988,6,WGER,Nurburgring,"Gardner, Wayne",?,Honda,0
1988,6,WGER,Nurburgring,"Mackenzie, Niall",?,Honda,0
1988,6,WGER,Nurburgring,"Yatsushiro, Shunji",?,Honda,0
1988,6,WGER,Nurburgring,"Mcelnea, Rob",?,Suzuki,0
1988,6,WGER,Nurburgring,"Igoa, Patrick",?,Yamaha,0
1988,6,WGER,Nurburgring,"Schleef, Peter",?,Honda,0
1988,6,WGER,Nurburgring,"Papa, Marco",?,Honda,0
1988,6,WGER,Nurburgring,"Rudroff, Michael",?,Honda,0
1988,6,WGER,Nurburgring,"Valesi, Alessandro",?,Honda,0
1988,6,WGER,Nurburgring,"Gentile, Marco",?,Fior,0
1988,6,WGER,Nurburgring,"Von Muralt, Wolfgang",?,Suzuki,0
1988,6,WGER,Nurburgring,"Duyzers, Maarten",?,Honda,0
1988,6,WGER,Nurburgring,"Doppler, Josef",?,Honda,0
1988,6,WGER,Nurburgring,"Schutz, Helmut",?,Honda,0
1988,6,WGER,Nurburgring,"Schmassman, Niggi",?,Honda,0
1988,6,WGER,Nurburgring,"Kneubühler, Bruno",?,Honda,0
1988,6,WGER,Nurburgring,"Leuthe, Andy",?,Suzuki,1
1988,7,AUT,Salzburgring,"Lawson, Eddie",?,Yamaha,0
1988,7,AUT,Salzburgring,"De Radigues, Didier",?,Yamaha,0
1988,7,AUT,Salzburgring,"Rainey, Wayne",?,Yamaha,0
1988,7,AUT,Salzburgring,"Schwantz, Kevin",?,Suzuki,0
1988,7,AUT,Salzburgring,"Chili, Pierfrancesco",?,Honda,0
1988,7,AUT,Salzburgring,"Magee, Kevin",?,Yamaha,0
1988,7,AUT,Salzburgring,"Yatsushiro, Shunji",?,Honda,0
1988,7,AUT,Salzburgring,"Haslam, Ron",?,Elf-Honda,0
1988,7,AUT,Salzburgring,"Mcelnea, Rob",?,Suzuki,0
1988,7,AUT,Salzburgring,"Igoa, Patrick",?,Yamaha,0
1988,7,AUT,Salzburgring,"Reiner, Gustav",?,Honda,0
1988,7,AUT,Salzburgring,"Kneubühler, Bruno",?,Honda,0
1988,7,AUT,Salzburgring,"Biliotti, Fabio",?,Honda,0
1988,7,AUT,Salzburgring,"Broccoli, Massimo",?,Cagiva,0
1988,7,AUT,Salzburgring,"Fischer, Manfred",?,Honda,0
1988,7,AUT,Salzburgring,"Leuthe, Andy",?,Suzuki,0
1988,7,AUT,Salzburgring,"Doppler, Josef",?,Honda,0
1988,7,AUT,Salzburgring,"Schmassman, Niggi",?,Honda,0
1988,7,AUT,Salzburgring,"Schutz, Helmut",?,Honda,0
