year,sequence,shortname,circuit_name,rider_name,team_name,bike_name,Status_Zavrsetka
1949,1,TT,Isle of Man,"Daniell, Harold",?,Norton,0
1949,1,TT,Isle of Man,"Lockett, John",?,Norton,0
1949,1,TT,Isle of Man,"Lyons, Ernie",?,Velocette,0
1949,1,TT,Isle of Man,"Bell, Artie",?,Norton,0
1949,1,TT,Isle of Man,"Jensen, Sid",?,Triumph,0
1949,1,TT,Isle of Man,"Stevens, Fred",?,Triumph,0
1949,2,SWI,Berne,"Graham, Leslie",?,AJS,0
1949,2,SWI,Berne,"Artesiani, Arciso",?,Gilera,0
1949,2,SWI,Berne,"Daniell, Harold",?,Norton,0
1949,2,SWI,Berne,"Pagani, Nello",?,Gilera,0
1949,2,SWI,Berne,"Frith, Freddie",?,Velocette,0
1949,2,SWI,Berne,"Leoni, Guido",?,Moto Guzzi,0
1949,3,NED,Assen,"Pagani, Nello",?,Gilera,0
1949,3,NED,Assen,"Graham, Leslie",?,AJS,0
1949,3,NED,Assen,"Artesiani, Arciso",?,Gilera,0
1949,3,NED,Assen,"Bell, Artie",?,Norton,0
1949,3,NED,Assen,"Lockett, John",?,Norton,0
1949,3,NED,Assen,"Daniell, Harold",?,Norton,0
1949,4,BEL,Spa-Francorchamps,"Doran, William",?,AJS,0
1949,4,BEL,Spa-Francorchamps,"Artesiani, Arciso",?,Gilera,0
1949,4,BEL,Spa-Francorchamps,"Lorenzetti, Enrico",?,Moto Guzzi,0
1949,4,BEL,Spa-Francorchamps,"Bell, Artie",?,Norton,0
1949,4,BEL,Spa-Francorchamps,"Pagani, Nello",?,Gilera,0
1949,4,BEL,Spa-Francorchamps,"Leoni, Guido",?,Moto Guzzi,0
1949,5,ULST,Belfast,"Graham, Leslie",?,AJS,0
1949,5,ULST,Belfast,"Bell, Artie",?,Norton,0
1949,5,ULST,Belfast,"Pagani, Nello",?,Gilera,0
1949,5,ULST,Belfast,"Doran, William",?,AJS,0
1949,5,ULST,Belfast,"West, Jock",?,AJS,0
1949,5,ULST,Belfast,"McCandless, Cromie",?,Norton,0
1949,6,NAT,Monza,"Pagani, Nello",?,Gilera,0
1949,6,NAT,Monza,"Artesiani, Arciso",?,Gilera,0
1949,6,NAT,Monza,"Doran, William",?,AJS,0
1949,6,NAT,Monza,"Leoni, Gianni",?,Moto Guzzi,0
1949,6,NAT,Monza,"Bertacchini, Bruno",?,Moto Guzzi,0
1949,6,NAT,Monza,"Graham, Leslie",?,AJS,0
1950,1,TT,Isle of Man,"Duke, Geoff",?,Norton,0
1950,1,TT,Isle of Man,"Bell, Artie",?,Norton,0
1950,1,TT,Isle of Man,"Lockett, John",?,Norton,0
1950,1,TT,Isle of Man,"Daniell, Harold",?,Norton,0
1950,1,TT,Isle of Man,"Armstrong, Keith",?,Velocette,0
1950,1,TT,Isle of Man,"Armstrong, Reg",?,Velocette,0
1950,2,BEL,Spa-Francorchamps,"Masetti, Umberto",?,Gilera,0
1950,2,BEL,Spa-Francorchamps,"Pagani, Nello",?,Gilera,0
1950,2,BEL,Spa-Francorchamps,"Frend, E.",?,AJS,0
1950,2,BEL,Spa-Francorchamps,"Bandirola, Carlos",?,Gilera,0
1950,2,BEL,Spa-Francorchamps,"Artesiani, Arciso",?,MV Agusta,0
1950,2,BEL,Spa-Francorchamps,"Hinton, Eric",?,Norton,0
1950,3,NED,Assen,"Masetti, Umberto",?,Gilera,0
1950,3,NED,Assen,"Pagani, Nello",?,Gilera,0
1950,3,NED,Assen,"Hinton, Harry",?,Norton,0
1950,3,NED,Assen,"Bandirola, Carlos",?,Gilera,0
1950,3,NED,Assen,"McPherson, Eric",?,Norton,0
1950,3,NED,Assen,"Jensen, Sid",?,Triumph,0
1950,4,SWI,Geneva,"Graham, Leslie",?,AJS,0
1950,4,SWI,Geneva,"Masetti, Umberto",?,Gilera,0
1950,4,SWI,Geneva,"Bandirola, Carlos",?,Gilera,0
1950,4,SWI,Geneva,"Duke, Geoff",?,Norton,0
1950,4,SWI,Geneva,"Daniell, Harold",?,Norton,0
1950,4,SWI,Geneva,"Lockett, John",?,Norton,0
1950,5,ULST,Belfast,"Duke, Geoff",?,Norton,0
1950,5,ULST,Belfast,"Graham, Leslie",?,AJS,0
1950,5,ULST,Belfast,"Lockett, John",?,Norton,0
1950,5,ULST,Belfast,"Dale, Dickie",?,Norton,0
1950,5,ULST,Belfast,"West, Jock",?,AJS,0
1950,5,ULST,Belfast,"Masetti, Umberto",?,Gilera,0
1950,6,NAT,Monza,"Duke, Geoff",?,Norton,0
1950,6,NAT,Monza,"Masetti, Umberto",?,Gilera,0
1950,6,NAT,Monza,"Artesiani, Arciso",?,MV Agusta,0
1950,6,NAT,Monza,"Milani, Alfredo",?,Gilera,0
1950,6,NAT,Monza,"Bandirola, Carlos",?,Gilera,0
1950,6,NAT,Monza,"Dale, Dickie",?,Norton,0
1951,1,SPA,Montjuïc,"Masetti, Umberto",?,Gilera,0
1951,1,SPA,Montjuïc,"Wood, Tommy",?,Norton,0
1951,1,SPA,Montjuïc,"Artesiani, Arciso",?,MV Agusta,0
1951,1,SPA,Montjuïc,"Montane, Roger",?,Norton,0
1951,1,SPA,Montjuïc,"Bandirola, Carlos",?,MV Agusta,0
1951,1,SPA,Montjuïc,"Vidal, Ernesto",?,Norton,0
1951,2,SWI,Berne,"Anderson, Fergus",?,Moto Guzzi,0
1951,2,SWI,Berne,"Armstrong, Reg",?,AJS,0
1951,2,SWI,Berne,"Lorenzetti, Enrico",?,Moto Guzzi,0
1951,2,SWI,Berne,"Bandirola, Carlos",?,MV Agusta,0
1951,2,SWI,Berne,"Musy, Benoit",?,Moto Guzzi,0
1951,2,SWI,Berne,"Lips, Willy",?,Norton,0
1951,3,TT,Isle of Man,"Duke, Geoff",?,Norton,0
1951,3,TT,Isle of Man,"Doran, William",?,AJS,0
1951,3,TT,Isle of Man,"McCandless, Cromie",?,Norton,0
1951,3,TT,Isle of Man,"McCallen, Phillip",?,Norton,0
1951,3,TT,Isle of Man,"Barrington, Manliefe",?,Norton,0
1951,3,TT,Isle of Man,"Parry, A.",?,Norton,0
1951,5,NED,Assen,"Duke, Geoff",?,Norton,0
1951,5,NED,Assen,"Milani, Alfredo",?,Gilera,0
1951,5,NED,Assen,"Lorenzetti, Enrico",?,Moto Guzzi,0
1951,5,NED,Assen,"Lockett, John",?,Norton,0
1951,5,NED,Assen,"Brett, Jack",?,Norton,0
1951,5,NED,Assen,"Perry, V.",?,Norton,0
1951,6,FRA,Albi,"Milani, Alfredo",?,Gilera,0
1951,6,FRA,Albi,"Doran, William",?,AJS,0
1951,6,FRA,Albi,"Pagani, Nello",?,Gilera,0
1951,6,FRA,Albi,"Masetti, Umberto",?,Gilera,0
1951,6,FRA,Albi,"Duke, Geoff",?,Norton,0
1951,6,FRA,Albi,"Brett, Jack",?,Norton,0
1951,7,ULST,Belfast,"Duke, Geoff",?,Norton,0
1951,7,ULST,Belfast,"Kavanagh, Ken",?,Norton,0
1951,7,ULST,Belfast,"Masetti, Umberto",?,Gilera,0
1951,7,ULST,Belfast,"Milani, Alfredo",?,Gilera,0
1951,7,ULST,Belfast,"Lockett, John",?,Norton,0
1951,7,ULST,Belfast,"Doran, William",?,AJS,0
1951,8,NAT,Monza,"Milani, Alfredo",?,Gilera,0
1951,8,NAT,Monza,"Masetti, Umberto",?,Gilera,0
1951,8,NAT,Monza,"Pagani, Nello",?,Gilera,0
1951,8,NAT,Monza,"Duke, Geoff",?,Norton,0
1951,8,NAT,Monza,"Ruffo, Bruno",?,Moto Guzzi,0
1951,8,NAT,Monza,"Doran, William",?,AJS,0
1952,1,SWI,Berne,"Brett, Jack",?,AJS,0
1952,1,SWI,Berne,"Doran, William",?,AJS,0
1952,1,SWI,Berne,"Bandirola, Carlos",?,MV Agusta,0
1952,1,SWI,Berne,"Pagani, Nello",?,Gilera,0
1952,1,SWI,Berne,"Coleman, Rod",?,AJS,0
1952,1,SWI,Berne,"Amm, Ray",?,Norton,0
1952,2,TT,Isle of Man,"Armstrong, Reg",?,Norton,0
1952,2,TT,Isle of Man,"Graham, Leslie",?,MV Agusta,0
1952,2,TT,Isle of Man,"Amm, Ray",?,Norton,0
1952,2,TT,Isle of Man,"Coleman, Rod",?,AJS,0
1952,2,TT,Isle of Man,"Lomas, Bill",?,AJS,0
1952,2,TT,Isle of Man,"McCandless, Cromie",?,Norton,0
1952,3,NED,Assen,"Masetti, Umberto",?,Gilera,0
1952,3,NED,Assen,"Duke, Geoff",?,Norton,0
1952,3,NED,Assen,"Kavanagh, Ken",?,Norton,0
1952,3,NED,Assen,"Armstrong, Reg",?,Norton,0
1952,3,NED,Assen,"Coleman, Rod",?,AJS,0
1952,3,NED,Assen,"Pagani, Nello",?,Gilera,0
1952,4,BEL,Spa-Francorchamps,"Masetti, Umberto",?,Gilera,0
1952,4,BEL,Spa-Francorchamps,"Duke, Geoff",?,Norton,0
1952,4,BEL,Spa-Francorchamps,"Amm, Ray",?,Norton,0
1952,4,BEL,Spa-Francorchamps,"Brett, Jack",?,AJS,0
1952,4,BEL,Spa-Francorchamps,"Coleman, Rod",?,AJS,0
1952,4,BEL,Spa-Francorchamps,"Pagani, Nello",?,Gilera,0
1952,5,WGER,Solitude,"Armstrong, Reg",?,Norton,0
1952,5,WGER,Solitude,"Kavanagh, Ken",?,Norton,0
1952,5,WGER,Solitude,"Lawton, Sid",?,Norton,0
1952,5,WGER,Solitude,"Graham, Leslie",?,MV Agusta,0
1952,5,WGER,Solitude,"Goffin, Auguste",?,Norton,0
1952,5,WGER,Solitude,"Baltisberger, Hans",?,BMW,0
1952,6,ULST,Belfast,"McCandless, Cromie",?,Gilera,0
1952,6,ULST,Belfast,"Coleman, Rod",?,AJS,0
1952,6,ULST,Belfast,"Lomas, Bill",?,MV Agusta,0
1952,6,ULST,Belfast,"Brett, Jack",?,AJS,0
1952,6,ULST,Belfast,"Carter, Phil",?,Norton,0
1952,6,ULST,Belfast,"Surtees, John",?,Norton,0
1952,7,NAT,Monza,"Graham, Leslie",?,MV Agusta,0
1952,7,NAT,Monza,"Masetti, Umberto",?,Gilera,0
1952,7,NAT,Monza,"Pagani, Nello",?,Gilera,0
1952,7,NAT,Monza,"Bandirola, Carlos",?,MV Agusta,0
1952,7,NAT,Monza,"Colnago, Giuseppe",?,Gilera,0
1952,7,NAT,Monza,"Armstrong, Reg",?,Norton,0
1952,8,SPA,Montjuïc,"Graham, Leslie",?,MV Agusta,0
1952,8,SPA,Montjuïc,"Masetti, Umberto",?,Gilera,0
1952,8,SPA,Montjuïc,"Kavanagh, Ken",?,Norton,0
1952,8,SPA,Montjuïc,"Pagani, Nello",?,Gilera,0
1952,8,SPA,Montjuïc,"Armstrong, Reg",?,Norton,0
1952,8,SPA,Montjuïc,"Lawton, Sid",?,Norton,0
1953,1,TT,Isle of Man,"Amm, Ray",?,Norton,0
1953,1,TT,Isle of Man,"Brett, Jack",?,Norton,0
1953,1,TT,Isle of Man,"Armstrong, Reg",?,Gilera,0
1953,1,TT,Isle of Man,"Coleman, Rod",?,AJS,0
1953,1,TT,Isle of Man,"Doran, William",?,AJS,0
1953,1,TT,Isle of Man,"Davey, Peter",?,Norton,0
1953,2,NED,Assen,"Duke, Geoff",?,Gilera,0
1953,2,NED,Assen,"Armstrong, Reg",?,Gilera,0
1953,2,NED,Assen,"Kavanagh, Ken",?,Norton,0
1953,2,NED,Assen,"Colnago, Giuseppe",?,Gilera,0
1953,2,NED,Assen,"Brett, Jack",?,Norton,0
1953,2,NED,Assen,"Doran, William",?,AJS,0
1953,3,BEL,Spa-Francorchamps,"Milani, Alfredo",?,Gilera,0
1953,3,BEL,Spa-Francorchamps,"Amm, Ray",?,Norton,0
1953,3,BEL,Spa-Francorchamps,"Armstrong, Reg",?,Gilera,0
1953,3,BEL,Spa-Francorchamps,"Kavanagh, Ken",?,Norton,0
1953,3,BEL,Spa-Francorchamps,"Coleman, Rod",?,AJS,0
1953,3,BEL,Spa-Francorchamps,"Dale, Dickie",?,Gilera,0
1953,4,FRA,Rouen,"Duke, Geoff",?,Gilera,0
1953,4,FRA,Rouen,"Armstrong, Reg",?,Gilera,0
1953,4,FRA,Rouen,"Milani, Alfredo",?,Gilera,0
1953,4,FRA,Rouen,"Kavanagh, Ken",?,Norton,0
1953,4,FRA,Rouen,"Colnago, Giuseppe",?,Gilera,0
1953,4,FRA,Rouen,"Brett, Jack",?,Norton,0
1953,5,ULST,Belfast,"Kavanagh, Ken",?,Norton,0
1953,5,ULST,Belfast,"Duke, Geoff",?,Gilera,0
1953,5,ULST,Belfast,"Brett, Jack",?,Norton,0
1953,5,ULST,Belfast,"Armstrong, Reg",?,Gilera,0
1953,5,ULST,Belfast,"Farrant, Derek",?,AJS,0
1953,5,ULST,Belfast,"Mudford, Ken",?,Norton,0
1953,6,SWI,Berne,"Duke, Geoff",?,Gilera,0
1953,6,SWI,Berne,"Milani, Alfredo",?,Gilera,0
1953,6,SWI,Berne,"Armstrong, Reg",?,Gilera,0
1953,6,SWI,Berne,"Colnago, Giuseppe",?,Gilera,0
1953,6,SWI,Berne,"Coleman, Rod",?,AJS,0
1953,6,SWI,Berne,"Farrant, Derek",?,AJS,0
1953,7,NAT,Monza,"Duke, Geoff",?,Gilera,0
1953,7,NAT,Monza,"Dale, Dickie",?,Gilera,0
1953,7,NAT,Monza,"Liberati, Libero",?,Gilera,0
1953,7,NAT,Monza,"Armstrong, Reg",?,Gilera,0
1953,7,NAT,Monza,"Sandford, Cecyl",?,MV Agusta,0
1953,7,NAT,Monza,"Müller, Hermann Paul",?,MV Agusta,0
1953,8,SPA,Montjuïc,"Anderson, Fergus",?,Moto Guzzi,0
1953,8,SPA,Montjuïc,"Bandirola, Carlos",?,MV Agusta,0
1953,8,SPA,Montjuïc,"Dale, Dickie",?,Gilera,0
1953,8,SPA,Montjuïc,"Colnago, Giuseppe",?,Gilera,0
1953,8,SPA,Montjuïc,"Pagani, Nello",?,Gilera,0
1953,8,SPA,Montjuïc,"Wood, Tommy",?,Norton,0
1954,1,FRA,Reims,"Monneret, Pierre",?,Gilera,0
1954,1,FRA,Reims,"Milani, Alfredo",?,Gilera,0
1954,1,FRA,Reims,"Collot, Jaques",?,Norton,0
1954,1,FRA,Reims,"Taveri, Luigi",?,Norton,0
1954,1,FRA,Reims,"Matthews, Bob",?,Norton,0
1954,1,FRA,Reims,"Julian, G.",?,Norton,0
1954,2,TT,Isle of Man,"Amm, Ray",?,Norton,0
1954,2,TT,Isle of Man,"Duke, Geoff",?,Gilera,0
1954,2,TT,Isle of Man,"Brett, Jack",?,Norton,0
1954,2,TT,Isle of Man,"Armstrong, Reg",?,Gilera,0
1954,2,TT,Isle of Man,"Allison, Rudy",?,Norton,0
1954,2,TT,Isle of Man,", ",?,Norton,0
1954,3,BEL,Spa-Francorchamps,"Duke, Geoff",?,Gilera,0
1954,3,BEL,Spa-Francorchamps,"Kavanagh, Ken",?,Moto Guzzi,0
1954,3,BEL,Spa-Francorchamps,"Martin, Leon",?,Gilera,0
1954,3,BEL,Spa-Francorchamps,"Mcintyre, Bob",?,AJS,0
1954,3,BEL,Spa-Francorchamps,"Campbell, Keith",?,Norton,0
1954,3,BEL,Spa-Francorchamps,"Murphy, George",?,Matchless,0
1954,4,NED,Assen,"Duke, Geoff",?,Gilera,0
1954,4,NED,Assen,"Anderson, Fergus",?,Moto Guzzi,0
1954,4,NED,Assen,"Bandirola, Carlos",?,MV Agusta,0
1954,4,NED,Assen,"Coleman, Rod",?,AJS,0
1954,4,NED,Assen,"Dale, Dickie",?,MV Agusta,0
1954,4,NED,Assen,"Mcintyre, Bob",?,AJS,0
1954,5,WGER,Solitude,"Duke, Geoff",?,Gilera,0
1954,5,WGER,Solitude,"Amm, Ray",?,Norton,0
1954,5,WGER,Solitude,"Armstrong, Reg",?,Gilera,0
1954,5,WGER,Solitude,"Kavanagh, Ken",?,Moto Guzzi,0
1954,5,WGER,Solitude,"Anderson, Fergus",?,Moto Guzzi,0
1954,5,WGER,Solitude,"Brett, Jack",?,Norton,0
1954,6,SWI,Berne,"Duke, Geoff",?,Gilera,0
1954,6,SWI,Berne,"Amm, Ray",?,Norton,0
1954,6,SWI,Berne,"Armstrong, Reg",?,Gilera,0
1954,6,SWI,Berne,"Brett, Jack",?,Norton,0
1954,6,SWI,Berne,"Coleman, Rod",?,AJS,0
1954,6,SWI,Berne,"Farrant, Derek",?,AJS,0
1954,7,NAT,Monza,"Duke, Geoff",?,Gilera,0
1954,7,NAT,Monza,"Masetti, Umberto",?,Gilera,0
1954,7,NAT,Monza,"Bandirola, Carlos",?,MV Agusta,0
1954,7,NAT,Monza,"Dale, Dickie",?,MV Agusta,0
1954,7,NAT,Monza,"Armstrong, Reg",?,Gilera,0
1954,7,NAT,Monza,"Kavanagh, Ken",?,Moto Guzzi,0
1954,8,SPA,Montjuïc,"Dale, Dickie",?,MV Agusta,0
1954,8,SPA,Montjuïc,"Kavanagh, Ken",?,Moto Guzzi,0
1954,8,SPA,Montjuïc,"Pagani, Nello",?,MV Agusta,0
1954,8,SPA,Montjuïc,"Wood, Tommy",?,Norton,0
1954,8,SPA,Montjuïc,"Goffin, Auguste",?,Norton,0
1954,8,SPA,Montjuïc,"Clark, John",?,Norton,0
1955,1,SPA,Montjuïc,"Armstrong, Reg",?,Gilera,0
1955,1,SPA,Montjuïc,"Bandirola, Carlos",?,MV Agusta,0
1955,1,SPA,Montjuïc,"Masetti, Umberto",?,MV Agusta,0
1955,1,SPA,Montjuïc,"Valdinoci, Orlando",?,Gilera,0
1955,1,SPA,Montjuïc,"Pagani, Nello",?,MV Agusta,0
1955,1,SPA,Montjuïc,"Forconi, Tino",?,MV Agusta,0
1955,2,FRA,Reims,"Duke, Geoff",?,Gilera,0
1955,2,FRA,Reims,"Liberati, Libero",?,Gilera,0
1955,2,FRA,Reims,"Armstrong, Reg",?,Gilera,0
1955,2,FRA,Reims,"Forconi, Tino",?,MV Agusta,0
1955,2,FRA,Reims,"Collot, Jaques",?,Norton,0
1955,2,FRA,Reims,"Dauwe, Firmin",?,Norton,0
1955,3,TT,Isle of Man,"Duke, Geoff",?,Gilera,0
1955,3,TT,Isle of Man,"Armstrong, Reg",?,Gilera,0
1955,3,TT,Isle of Man,"Kavanagh, Ken",?,Moto Guzzi,0
1955,3,TT,Isle of Man,"Brett, Jack",?,Norton,0
1955,3,TT,Isle of Man,"Mcintyre, Bob",?,Norton,0
1955,3,TT,Isle of Man,"Ennett, Derek",?,Matchless,0
1955,4,WGER,Nurburgring,"Duke, Geoff",?,Gilera,0
1955,4,WGER,Nurburgring,"Zeller, Walter",?,BMW,0
1955,4,WGER,Nurburgring,"Bandirola, Carlos",?,MV Agusta,0
1955,4,WGER,Nurburgring,"Masetti, Umberto",?,MV Agusta,0
1955,4,WGER,Nurburgring,"Colnago, Giuseppe",?,Gilera,0
1955,4,WGER,Nurburgring,"Ahearn, Jack",?,Norton,0
1955,5,BEL,Spa-Francorchamps,"Colnago, Giuseppe",?,Gilera,0
1955,5,BEL,Spa-Francorchamps,"Monneret, Pierre",?,Gilera,0
1955,5,BEL,Spa-Francorchamps,"Martin, Leon",?,Gilera,0
1955,5,BEL,Spa-Francorchamps,"Agostini, Duilio",?,Moto Guzzi,0
1955,5,BEL,Spa-Francorchamps,"Goffin, Auguste",?,Norton,0
1955,5,BEL,Spa-Francorchamps,"Storr, John",?,Norton,0
1955,6,NED,Assen,"Duke, Geoff",?,Gilera,0
1955,6,NED,Assen,"Armstrong, Reg",?,Gilera,0
1955,6,NED,Assen,"Masetti, Umberto",?,MV Agusta,0
1955,6,NED,Assen,"Veer, Dreikus",?,Gilera,0
1955,6,NED,Assen,"Brown, Bob",?,Matchless,0
1955,6,NED,Assen,"Grant, Eddie",?,Norton,0
1955,7,ULST,Belfast,"Lomas, Bill",?,Moto Guzzi,0
1955,7,ULST,Belfast,"Hartle, John",?,Norton,0
1955,7,ULST,Belfast,"Dale, Dickie",?,Moto Guzzi,0
1955,7,ULST,Belfast,"Mcintyre, Bob",?,Norton,0
1955,7,ULST,Belfast,"Murphy, George",?,Matchless,0
1955,7,ULST,Belfast,"Clark, John",?,Matchless,0
1955,8,NAT,Monza,"Masetti, Umberto",?,MV Agusta,0
1955,8,NAT,Monza,"Armstrong, Reg",?,Gilera,0
1955,8,NAT,Monza,"Duke, Geoff",?,Gilera,0
1955,8,NAT,Monza,"Colnago, Giuseppe",?,Gilera,0
1955,8,NAT,Monza,"Milani, Alfredo",?,Gilera,0
1955,8,NAT,Monza,"Riedelbauch, Ernst",?,BMW,0
1956,1,TT,Isle of Man,"Surtees, John",?,MV Agusta,0
1956,1,TT,Isle of Man,"Hartle, John",?,Norton,0
1956,1,TT,Isle of Man,"Brett, Jack",?,Norton,0
1956,1,TT,Isle of Man,"Zeller, Walter",?,BMW,0
1956,1,TT,Isle of Man,"Lomas, Bill",?,Moto Guzzi,0
1956,1,TT,Isle of Man,"Ennett, Derek",?,Matchless,0
1956,2,NED,Assen,"Surtees, John",?,MV Agusta,0
1956,2,NED,Assen,"Zeller, Walter",?,BMW,0
1956,2,NED,Assen,"Grant, Eddie",?,Norton,0
1956,2,NED,Assen,"Bryen, Keith",?,Norton,0
1956,2,NED,Assen,"Fahey, P.B.",?,Matchless,0
1956,2,NED,Assen,"Hiller, Ernst",?,BMW,0
1956,3,BEL,Spa-Francorchamps,"Surtees, John",?,MV Agusta,0
1956,3,BEL,Spa-Francorchamps,"Zeller, Walter",?,BMW,0
1956,3,BEL,Spa-Francorchamps,"Monneret, Pierre",?,Gilera,0
1956,3,BEL,Spa-Francorchamps,"Masetti, Umberto",?,MV Agusta,0
1956,3,BEL,Spa-Francorchamps,"Milani, Alfredo",?,Gilera,0
1956,3,BEL,Spa-Francorchamps,"Goffin, Auguste",?,Norton,0
1956,5,ULST,Belfast,"Hartle, John",?,Norton,0
1956,5,ULST,Belfast,"Brown, Bob",?,Matchless,0
1956,5,ULST,Belfast,"Murphy, George",?,Matchless,0
1956,5,ULST,Belfast,"Tanner, Geoffrey",?,Norton,0
1956,5,ULST,Belfast,"Herron, R.W.",?,Norton,0
1956,5,ULST,Belfast,"Brett, Jack",?,Norton,0
1956,6,NAT,Monza,"Duke, Geoff",?,Gilera,0
1956,6,NAT,Monza,"Liberati, Libero",?,Gilera,0
1956,6,NAT,Monza,"Monneret, Pierre",?,Gilera,0
1956,6,NAT,Monza,"Armstrong, Reg",?,Gilera,0
1956,6,NAT,Monza,"Bandirola, Carlos",?,MV Agusta,0
1956,6,NAT,Monza,"Zeller, Walter",?,BMW,0
1957,1,WGER,Hockenheim,"Liberati, Libero",?,Gilera,0
1957,1,WGER,Hockenheim,"Mcintyre, Bob",?,Gilera,0
1957,1,WGER,Hockenheim,"Zeller, Walter",?,BMW,0
1957,1,WGER,Hockenheim,"Dale, Dickie",?,Moto Guzzi,0
1957,1,WGER,Hockenheim,"Shepherd, Terry",?,MV Agusta,0
1957,1,WGER,Hockenheim,"Hiller, Ernst",?,BMW,0
1957,2,TT,Isle of Man,"Mcintyre, Bob",?,Gilera,0
1957,2,TT,Isle of Man,"Surtees, John",?,MV Agusta,0
1957,2,TT,Isle of Man,"Brown, Bob",?,Gilera,0
1957,2,TT,Isle of Man,"Dale, Dickie",?,Moto Guzzi,0
1957,2,TT,Isle of Man,"Campbell, Keith",?,Moto Guzzi,0
1957,2,TT,Isle of Man,"Trow, Alan",?,Norton,0
1957,3,NED,Assen,"Surtees, John",?,MV Agusta,0
1957,3,NED,Assen,"Liberati, Libero",?,Gilera,0
1957,3,NED,Assen,"Zeller, Walter",?,BMW,0
1957,3,NED,Assen,"Brett, Jack",?,Norton,0
1957,3,NED,Assen,"Hiller, Ernst",?,BMW,0
1957,3,NED,Assen,"Bryen, Keith",?,Norton,0
1957,4,BEL,Spa-Francorchamps,"Liberati, Libero",?,Gilera,0
1957,4,BEL,Spa-Francorchamps,"Brett, Jack",?,Norton,0
1957,4,BEL,Spa-Francorchamps,"Bryen, Keith",?,Norton,0
1957,4,BEL,Spa-Francorchamps,"Minter, Derek",?,Norton,0
1957,4,BEL,Spa-Francorchamps,"O'Rourke, Mike",?,Norton,0
1957,4,BEL,Spa-Francorchamps,"Jaeger, Hans Gunter",?,BMW,0
1957,5,ULST,Belfast,"Liberati, Libero",?,Gilera,0
1957,5,ULST,Belfast,"Mcintyre, Bob",?,Gilera,0
1957,5,ULST,Belfast,"Duke, Geoff",?,Gilera,0
1957,5,ULST,Belfast,"Tanner, Geoffrey",?,Norton,0
1957,5,ULST,Belfast,"Bryen, Keith",?,Moto Guzzi,0
1957,5,ULST,Belfast,"Shepherd, Terry",?,MV Agusta,0
1957,6,NAT,Monza,"Liberati, Libero",?,Gilera,0
1957,6,NAT,Monza,"Duke, Geoff",?,Gilera,0
1957,6,NAT,Monza,"Milani, Alfredo",?,Gilera,0
1957,6,NAT,Monza,"Surtees, John",?,MV Agusta,0
1957,6,NAT,Monza,"Masetti, Umberto",?,MV Agusta,0
1957,6,NAT,Monza,"Shepherd, Terry",?,MV Agusta,0
1958,1,TT,Isle of Man,"Surtees, John",?,MV Agusta,0
1958,1,TT,Isle of Man,"Anderson, Bob",?,Norton,0
1958,1,TT,Isle of Man,"Brown, Bob",?,Norton,0
1958,1,TT,Isle of Man,"Minter, Derek",?,Norton,0
1958,1,TT,Isle of Man,"Chadwick, Dave",?,Norton,0
1958,1,TT,Isle of Man,"Anderson, J.D.",?,Norton,0
1958,1,TT,Isle of Man,"Hailwood, Mike",?,Norton,0
1958,2,NED,Assen,"Surtees, John",?,MV Agusta,0
1958,2,NED,Assen,"Hartle, John",?,MV Agusta,0
1958,2,NED,Assen,"Minter, Derek",?,Norton,0
1958,2,NED,Assen,"Hiller, Ernst",?,BMW,0
1958,2,NED,Assen,"Dale, Dickie",?,BMW,0
1958,2,NED,Assen,"Hocking, Gary",?,Norton,0
1958,3,BEL,Spa-Francorchamps,"Surtees, John",?,MV Agusta,0
1958,3,BEL,Spa-Francorchamps,"Campbell, Keith",?,Norton,0
1958,3,BEL,Spa-Francorchamps,"Hartle, John",?,MV Agusta,0
1958,3,BEL,Spa-Francorchamps,"Duke, Geoff",?,BMW,0
1958,3,BEL,Spa-Francorchamps,"Dale, Dickie",?,BMW,0
1958,3,BEL,Spa-Francorchamps,"Anderson, Bob",?,Norton,0
1958,4,WGER,Nurburgring,"Surtees, John",?,MV Agusta,0
1958,4,WGER,Nurburgring,"Hartle, John",?,MV Agusta,0
1958,4,WGER,Nurburgring,"Hocking, Gary",?,Norton,0
1958,4,WGER,Nurburgring,"Hiller, Ernst",?,BMW,0
1958,4,WGER,Nurburgring,"Dale, Dickie",?,BMW,0
1958,4,WGER,Nurburgring,"Brown, Bob",?,Norton,0
1958,4,WGER,Nurburgring,"Findlay, Jack",?,Norton,0
1958,5,SWE,Hedemora,"Duke, Geoff",?,Norton,0
1958,5,SWE,Hedemora,"Dale, Dickie",?,BMW,0
1958,5,SWE,Hedemora,"Shepherd, Terry",?,Norton,0
1958,5,SWE,Hedemora,"Hocking, Gary",?,Norton,0
1958,5,SWE,Hedemora,"Hiller, Ernst",?,BMW,0
1958,5,SWE,Hedemora,"Brown, Bob",?,Norton,0
1958,6,ULST,Belfast,"Surtees, John",?,MV Agusta,0
1958,6,ULST,Belfast,"Mcintyre, Bob",?,Norton,0
1958,6,ULST,Belfast,"Hartle, John",?,MV Agusta,0
1958,6,ULST,Belfast,"Minter, Derek",?,Norton,0
1958,6,ULST,Belfast,"Duke, Geoff",?,Norton,0
1958,6,ULST,Belfast,"Dale, Dickie",?,BMW,0
1958,7,NAT,Monza,"Surtees, John",?,MV Agusta,0
1958,7,NAT,Monza,"Venturi, Remo",?,MV Agusta,0
