Model,K,Threshold,TN,FP,FN,TP,Accuracy,Precision,Recall,F1-Score
Bagging Ensemble (K-voting),2,0.35,373,1625,6,238,0.27252453166815344,0.12775093934514226,0.9754098360655737,0.22591362126245848
