result_id,pos.,pts,no,rider,Team,time / gap,session,class,event,year,event_id
261,DNF,0.0,6,C. Beaubier,American Racing,17 laps,Race,Moto2,AME,2022,3
262,DNF,0.0,28,N. Antonelli,Mooney VR46 Racing Team,12 laps,Race,Moto2,AME,2022,3
263,DNF,0.0,40,A. Canet,Flexbox HP40,7 laps,Race,Moto2,AME,2022,3
264,DNF,0.0,13,C. Vietti,Mooney VR46 Racing Team,4 laps,Race,Moto2,AME,2022,3
265,DNF,0.0,61,A. Zaccone,Gresini Racing Moto2,3 laps,Race,Moto2,AME,2022,3
266,DNF,0.0,51,P. Acosta,Red Bull KTM Ajo,3 laps,Race,Moto2,AME,2022,3
267,DNF,0.0,24,S. Corsi,MV Agusta Forward Racing,2 laps,Race,Moto2,AME,2022,3
268,DNF,0.0,35,S. Chantra,IDEMITSU Honda Team Asia,,Race,Moto2,AME,2022,3
269,DNF,0.0,84,Z. Van Den Goorbergh,RW Racing GP,,Race,Moto2,AME,2022,3
270,DNF,0.0,22,S. Lowes,Elf Marc VDS Racing Team,,Race,Moto2,AME,2022,3
271,DNF,0.0,54,F. Aldeguer ,MB Conveyors Speed Up,,Race,Moto2,AME,2022,3
272,DNF,0.0,2,G. Rodrigo,Pertamina Mandalika SAG Team,,Race,Moto2,AME,2022,3
273,1,25.0,5,J. Masia,Red Bull KTM Ajo,38:58.286,Race,Moto3,AME,2022,3
274,2,20.0,7,D. Foggia,Leopard Racing,+0.172,Race,Moto3,AME,2022,3
275,3,16.0,16,A. Migno,Rivacold Snipers Team,+0.394,Race,Moto3,AME,2022,3
276,4,13.0,71,A. Sasaki,Sterilgarda Husqvarna Max,+0.490,Race,Moto3,AME,2022,3
277,5,11.0,53,D. Öncü,Red Bull KTM Tech3,+1.113,Race,Moto3,AME,2022,3
278,6,10.0,43,X. Artigas,CFMOTO Racing PruestelGP,+1.576,Race,Moto3,AME,2022,3
279,7,9.0,28,I. Guevara,GASGAS Aspar Team,+2.887,Race,Moto3,AME,2022,3
280,8,8.0,99,C. Tatay,CFMOTO Racing PruestelGP,+8.208,Race,Moto3,AME,2022,3
281,9,7.0,54,R. Rossi,SIC58 Squadra Corse,+8.370,Race,Moto3,AME,2022,3
282,10,6.0,24,T. Suzuki,Leopard Racing,+8.478,Race,Moto3,AME,2022,3
283,11,5.0,48,I. Ortola,Angeluss MTA Team,+10.084,Race,Moto3,AME,2022,3
284,12,4.0,19,S. Ogden,VisionTrack Racing Team,+10.272,Race,Moto3,AME,2022,3
285,13,3.0,82,S. Nepa,Angeluss MTA Team,+10.424,Race,Moto3,AME,2022,3
286,14,2.0,31,A. Fernandez,Red Bull KTM Tech3,+17.967,Race,Moto3,AME,2022,3
287,15,1.0,20,L. Fellon,SIC58 Squadra Corse,+18.088,Race,Moto3,AME,2022,3
288,16,0.0,72,T. Furusato,Honda Team Asia,+20.563,Race,Moto3,AME,2022,3
289,17,0.0,6,R. Yamanaka,MT Helmets - MSI,+21.433,Race,Moto3,AME,2022,3
290,18,0.0,66,J. Kelso,CIP Green Power,+21.959,Race,Moto3,AME,2022,3
291,19,0.0,23,E. Bartolini,QJMotor Avintia Racing Team,+29.099,Race,Moto3,AME,2022,3
292,20,0.0,87,G. Riu Male,BOE Motorsports,+34.336,Race,Moto3,AME,2022,3
293,21,0.0,64,M. Suryo Aji,Honda Team Asia,+34.295,Race,Moto3,AME,2022,3
294,22,0.0,38,D. Salvador ,Sterilgarda Husqvarna Max,+39.396,Race,Moto3,AME,2022,3
295,23,0.0,22,A. Carrasco,BOE Motorsports,+60.909,Race,Moto3,AME,2022,3
296,DNF,0.0,27,K. Toba,CIP Green Power,16 laps,Race,Moto3,AME,2022,3
297,DNF,0.0,96,D. Holgado,Red Bull KTM Ajo,16 laps,Race,Moto3,AME,2022,3
298,DNF,0.0,18,M. Bertelle,QJMotor Avintia Racing Team,15 laps,Race,Moto3,AME,2022,3
299,DNF,0.0,10,D. Moreira,MT Helmets - MSI,15 laps,Race,Moto3,AME,2022,3
300,DNF,0.0,11,S. Garcia,GASGAS Aspar Team,12 laps,Race,Moto3,AME,2022,3
301,DNF,0.0,70,J. Whatley,VisionTrack Racing Team,5 laps,Race,Moto3,AME,2022,3
302,1,25.0,23,E. Bastianini,Gresini Racing MotoGP,41:23.111,Race,MotoGP,AME,2022,3
303,2,20.0,42,A. Rins,Team SUZUKI ECSTAR,+2.058,Race,MotoGP,AME,2022,3
304,3,16.0,43,J. Miller,Ducati Lenovo Team,+2.312,Race,MotoGP,AME,2022,3
305,4,13.0,36,J. Mir,Team SUZUKI ECSTAR,+3.975,Race,MotoGP,AME,2022,3
306,5,11.0,63,F. Bagnaia,Ducati Lenovo Team,+6.045,Race,MotoGP,AME,2022,3
307,6,10.0,93,M. Marquez,Repsol Honda Team,+6.617,Race,MotoGP,AME,2022,3
308,7,9.0,20,F. Quartararo,Monster Energy Yamaha MotoGP,+6.760,Race,MotoGP,AME,2022,3
309,8,8.0,89,J. Martin,Prima Pramac Racing,+8.441,Race,MotoGP,AME,2022,3
310,9,7.0,5,J. Zarco,Prima Pramac Racing,+12.375,Race,MotoGP,AME,2022,3
311,10,6.0,12,M. Viñales,Aprilia Racing,+12.642,Race,MotoGP,AME,2022,3
312,11,5.0,41,A. Espargaro,Aprilia Racing,+12.947,Race,MotoGP,AME,2022,3
313,12,4.0,33,B. Binder,Red Bull KTM Factory Racing,+13.376,Race,MotoGP,AME,2022,3
314,13,3.0,44,P. Espargaro,Repsol Honda Team,+17.961,Race,MotoGP,AME,2022,3
315,14,2.0,30,T. Nakagami,LCR Honda IDEMITSU,+18.770,Race,MotoGP,AME,2022,3
316,15,1.0,4,A. Dovizioso,WithU Yamaha RNF MotoGP Team,+29.319,Race,MotoGP,AME,2022,3
317,16,0.0,21,F. Morbidelli,Monster Energy Yamaha MotoGP,+29.129,Race,MotoGP,AME,2022,3
318,17,0.0,10,L. Marini,Mooney VR46 Racing Team,+29.630,Race,MotoGP,AME,2022,3
319,18,0.0,88,M. Oliveira,Red Bull KTM Factory Racing,+32.002,Race,MotoGP,AME,2022,3
320,19,0.0,25,R. Fernandez,Tech3 KTM Factory Racing,+37.062,Race,MotoGP,AME,2022,3
321,20,0.0,87,R. Gardner,Tech3 KTM Factory Racing,+42.442,Race,MotoGP,AME,2022,3
322,21,0.0,49,F. Di Giannantonio,Gresini Racing MotoGP,+42.887,Race,MotoGP,AME,2022,3
323,22,0.0,40,D. Binder,WithU Yamaha RNF MotoGP Team,+102.171,Race,MotoGP,AME,2022,3
324,DNF,0.0,73,A. Marquez,LCR Honda CASTROL,5 laps,Race,MotoGP,AME,2022,3
325,DNF,0.0,72,M. Bezzecchi,Mooney VR46 Racing Team,2 laps,Race,MotoGP,AME,2022,3
326,1,25.0,96,J. Dixon,Autosolar GASGAS Aspar Team,13:55.726,Race,Moto2,POR,2022,4
327,2,20.0,16,J. Roberts,Italtrans Racing Team,+1.959,Race,Moto2,POR,2022,4
328,3,16.0,13,C. Vietti,Mooney VR46 Racing Team,+3.724,Race,Moto2,POR,2022,4
329,4,13.0,9,J. Navarro,Flexbox HP40,+3.859,Race,Moto2,POR,2022,4
330,5,11.0,54,F. Aldeguer ,Lightech Speed Up,+9.205,Race,Moto2,POR,2022,4
331,6,10.0,52,J. Alcoba,Liqui Moly Intact GP,+9.618,Race,Moto2,POR,2022,4
332,7,9.0,18,M. Gonzalez,Yamaha VR46 Master Camp Team,+9.922,Race,Moto2,POR,2022,4
333,8,8.0,23,M. Schrotter,Liqui Moly Intact GP,+10.783,Race,Moto2,POR,2022,4
334,9,7.0,64,B. Bendsneyder,Pertamina Mandalika SAG Team,+11.110,Race,Moto2,POR,2022,4
335,10,6.0,7,B. Baltus,RW Racing GP,+16.658,Race,Moto2,POR,2022,4
336,11,5.0,12,F. Salac,Gresini Racing Moto2,+16.975,Race,Moto2,POR,2022,4
337,12,4.0,19,L. Dalla Porta,Italtrans Racing Team,+17.059,Race,Moto2,POR,2022,4
338,13,3.0,5,R. Fenati,Lightech Speed Up,+17.522,Race,Moto2,POR,2022,4
339,14,2.0,2,G. Rodrigo,Pertamina Mandalika SAG Team,+17.775,Race,Moto2,POR,2022,4
340,15,1.0,61,A. Zaccone,Gresini Racing Moto2,+21.217,Race,Moto2,POR,2022,4
341,16,0.0,81,K. Kubo,Yamaha VR46 Master Camp Team,+0.000,Race,Moto2,POR,2022,4
342,17,0.0,28,N. Antonelli,Mooney VR46 Racing Team,+0.000,Race,Moto2,POR,2022,4
343,18,0.0,4,S. Kelly,American Racing,+0.000,Race,Moto2,POR,2022,4
344,DNF,0.0,24,S. Corsi,MV Agusta Forward Racing,8 laps,Race,Moto2,POR,2022,4
345,DNF,0.0,84,Z. Van Den Goorbergh,RW Racing GP,8 laps,Race,Moto2,POR,2022,4
346,DNF,0.0,51,P. Acosta,Red Bull KTM Ajo,8 laps,Race,Moto2,POR,2022,4
347,DNF,0.0,75,A. Arenas,Autosolar GASGAS Aspar Team,8 laps,Race,Moto2,POR,2022,4
348,DNF,0.0,22,S. Lowes,Elf Marc VDS Racing Team,8 laps,Race,Moto2,POR,2022,4
349,DNF,0.0,35,S. Chantra,IDEMITSU Honda Team Asia,8 laps,Race,Moto2,POR,2022,4
350,DNF,0.0,14,T. Arbolino,Elf Marc VDS Racing Team,8 laps,Race,Moto2,POR,2022,4
351,DNF,0.0,37,A. Fernandez,Red Bull KTM Ajo,8 laps,Race,Moto2,POR,2022,4
352,DNF,0.0,79,A. Ogura,IDEMITSU Honda Team Asia,8 laps,Race,Moto2,POR,2022,4
353,DNF,0.0,6,C. Beaubier,American Racing,8 laps,Race,Moto2,POR,2022,4
354,DNF,0.0,40,A. Canet,Flexbox HP40,8 laps,Race,Moto2,POR,2022,4
355,DNF,0.0,42,M. Ramirez,MV Agusta Forward Racing,3 laps,Race,Moto2,POR,2022,4
356,1,25.0,11,S. Garcia,GASGAS Aspar Team,38:17.725,Race,Moto3,POR,2022,4
357,2,20.0,5,J. Masia,Red Bull KTM Ajo,+0.069,Race,Moto3,POR,2022,4
358,3,16.0,71,A. Sasaki,Sterilgarda Husqvarna Max,+0.110,Race,Moto3,POR,2022,4
359,4,13.0,53,D. Öncü,Red Bull KTM Tech3,+0.210,Race,Moto3,POR,2022,4
360,5,11.0,28,I. Guevara,GASGAS Aspar Team,+0.373,Race,Moto3,POR,2022,4
361,6,10.0,99,C. Tatay,CFMOTO Racing PruestelGP,+4.094,Race,Moto3,POR,2022,4
362,7,9.0,16,A. Migno,Rivacold Snipers Team,+4.729,Race,Moto3,POR,2022,4
363,8,8.0,7,D. Foggia,Leopard Racing,+7.170,Race,Moto3,POR,2022,4
364,9,7.0,66,J. Kelso,CIP Green Power,+7.241,Race,Moto3,POR,2022,4
365,10,6.0,10,D. Moreira,MT Helmets - MSI,+7.165,Race,Moto3,POR,2022,4
366,11,5.0,54,R. Rossi,SIC58 Squadra Corse,+7.276,Race,Moto3,POR,2022,4
367,12,4.0,24,T. Suzuki,Leopard Racing,+7.334,Race,Moto3,POR,2022,4
368,13,3.0,19,S. Ogden,VisionTrack Racing Team,+7.442,Race,Moto3,POR,2022,4
369,14,2.0,20,L. Fellon,SIC58 Squadra Corse,+18.989,Race,Moto3,POR,2022,4
370,15,1.0,82,S. Nepa,Angeluss MTA Team,+22.437,Race,Moto3,POR,2022,4
371,16,0.0,64,M. Suryo Aji,Honda Team Asia,+22.627,Race,Moto3,POR,2022,4
372,17,0.0,27,K. Toba,CIP Green Power,+25.411,Race,Moto3,POR,2022,4
373,18,0.0,18,M. Bertelle,QJMotor Avintia Racing Team,+26.195,Race,Moto3,POR,2022,4
374,19,0.0,23,E. Bartolini,QJMotor Avintia Racing Team,+26.213,Race,Moto3,POR,2022,4
375,20,0.0,43,X. Artigas,CFMOTO Racing PruestelGP,+26.580,Race,Moto3,POR,2022,4
376,21,0.0,6,R. Yamanaka,MT Helmets - MSI,+27.217,Race,Moto3,POR,2022,4
377,22,0.0,38,D. Salvador ,Sterilgarda Husqvarna Max,+30.402,Race,Moto3,POR,2022,4
378,23,0.0,87,G. Riu Male,BOE Motorsports,+42.926,Race,Moto3,POR,2022,4
379,24,0.0,63,S. Azman,Rivacold Snipers Team,+42.989,Race,Moto3,POR,2022,4
380,25,0.0,72,T. Furusato,Honda Team Asia,+50.532,Race,Moto3,POR,2022,4
381,26,0.0,70,J. Whatley,VisionTrack Racing Team,+50.902,Race,Moto3,POR,2022,4
382,27,0.0,80,D. Alonso,GASGAS Aspar Team,+51.199,Race,Moto3,POR,2022,4
383,28,0.0,22,A. Carrasco,BOE Motorsports,+54.005,Race,Moto3,POR,2022,4
384,DNF,0.0,96,D. Holgado,Red Bull KTM Ajo,17 laps,Race,Moto3,POR,2022,4
385,DNF,0.0,48,I. Ortola,Angeluss MTA Team,7 laps,Race,Moto3,POR,2022,4
386,1,25.0,20,F. Quartararo,Monster Energy Yamaha MotoGP,41:39.611,Race,MotoGP,POR,2022,4
387,2,20.0,5,J. Zarco,Prima Pramac Racing,+5.409,Race,MotoGP,POR,2022,4
388,3,16.0,41,A. Espargaro,Aprilia Racing,+6.068,Race,MotoGP,POR,2022,4
389,4,13.0,42,A. Rins,Team SUZUKI ECSTAR,+9.633,Race,MotoGP,POR,2022,4
390,5,11.0,88,M. Oliveira,Red Bull KTM Factory Racing,+13.573,Race,MotoGP,POR,2022,4
391,6,10.0,93,M. Marquez,Repsol Honda Team,+16.163,Race,MotoGP,POR,2022,4
392,7,9.0,73,A. Marquez,LCR Honda CASTROL,+16.183,Race,MotoGP,POR,2022,4
393,8,8.0,63,F. Bagnaia,Ducati Lenovo Team,+16.511,Race,MotoGP,POR,2022,4
394,9,7.0,44,P. Espargaro,Repsol Honda Team,+16.769,Race,MotoGP,POR,2022,4
395,10,6.0,12,M. Viñales,Aprilia Racing,+18.063,Race,MotoGP,POR,2022,4
396,11,5.0,4,A. Dovizioso,WithU Yamaha RNF MotoGP Team,+29.029,Race,MotoGP,POR,2022,4
397,12,4.0,10,L. Marini,Mooney VR46 Racing Team,+29.249,Race,MotoGP,POR,2022,4
398,13,3.0,21,F. Morbidelli,Monster Energy Yamaha MotoGP,+33.354,Race,MotoGP,POR,2022,4
399,14,2.0,87,R. Gardner,Tech3 KTM Factory Racing,+40.205,Race,MotoGP,POR,2022,4
400,15,1.0,72,M. Bezzecchi,Mooney VR46 Racing Team,+46.052,Race,MotoGP,POR,2022,4
401,16,0.0,30,T. Nakagami,LCR Honda IDEMITSU,+49.569,Race,MotoGP,POR,2022,4
402,17,0.0,40,D. Binder,WithU Yamaha RNF MotoGP Team,+50.303,Race,MotoGP,POR,2022,4
403,DNF,0.0,32,L. Savadori,Aprilia Racing,24 laps,Race,MotoGP,POR,2022,4
404,DNF,0.0,49,F. Di Giannantonio,Gresini Racing MotoGP,21 laps,Race,MotoGP,POR,2022,4
405,DNF,0.0,43,J. Miller,Ducati Lenovo Team,18 laps,Race,MotoGP,POR,2022,4
406,DNF,0.0,36,J. Mir,Team SUZUKI ECSTAR,18 laps,Race,MotoGP,POR,2022,4
407,DNF,0.0,33,B. Binder,Red Bull KTM Factory Racing,17 laps,Race,MotoGP,POR,2022,4
408,DNF,0.0,23,E. Bastianini,Gresini Racing MotoGP,9 laps,Race,MotoGP,POR,2022,4
409,DNF,0.0,89,J. Martin,Prima Pramac Racing,4 laps,Race,MotoGP,POR,2022,4
410,1,25.0,79,A. Ogura,IDEMITSU Honda Team Asia,39:16.357,Race,Moto2,SPA,2022,5
411,2,20.0,40,A. Canet,Flexbox HP40,+2.509,Race,Moto2,SPA,2022,5
412,3,16.0,14,T. Arbolino,Elf Marc VDS Racing Team,+3.669,Race,Moto2,SPA,2022,5
413,4,13.0,37,A. Fernandez,Red Bull KTM Ajo,+5.358,Race,Moto2,SPA,2022,5
414,5,11.0,23,M. Schrotter,Liqui Moly Intact GP,+9.245,Race,Moto2,SPA,2022,5
415,6,10.0,13,C. Vietti,Mooney VR46 Racing Team,+12.122,Race,Moto2,SPA,2022,5
416,7,9.0,64,B. Bendsneyder,Pertamina Mandalika SAG Team,+13.918,Race,Moto2,SPA,2022,5
417,8,8.0,16,J. Roberts,Italtrans Racing Team,+14.064,Race,Moto2,SPA,2022,5
418,9,7.0,75,A. Arenas,Inde GASGAS Aspar Team,+18.980,Race,Moto2,SPA,2022,5
419,10,6.0,9,J. Navarro,Flexbox HP40,+27.767,Race,Moto2,SPA,2022,5
420,11,5.0,61,A. Zaccone,Gresini Racing Moto2,+31.536,Race,Moto2,SPA,2022,5
421,12,4.0,52,J. Alcoba,Liqui Moly Intact GP,+33.308,Race,Moto2,SPA,2022,5
422,13,3.0,62,S. Manzi,Yamaha VR46 Master Camp Team,+33.635,Race,Moto2,SPA,2022,5
423,14,2.0,7,B. Baltus,RW Racing GP,+33.751,Race,Moto2,SPA,2022,5
424,15,1.0,19,L. Dalla Porta,Italtrans Racing Team,+33.836,Race,Moto2,SPA,2022,5
425,16,0.0,18,M. Gonzalez,Yamaha VR46 Master Camp Team,+34.040,Race,Moto2,SPA,2022,5
426,17,0.0,2,G. Rodrigo,Pertamina Mandalika SAG Team,+37.292,Race,Moto2,SPA,2022,5
427,18,0.0,24,S. Corsi,MV Agusta Forward Racing,+41.128,Race,Moto2,SPA,2022,5
428,19,0.0,84,Z. Van Den Goorbergh,RW Racing GP,+41.307,Race,Moto2,SPA,2022,5
429,20,0.0,51,P. Acosta,Red Bull KTM Ajo,+46.441,Race,Moto2,SPA,2022,5
430,21,0.0,12,F. Salac,Gresini Racing Moto2,+53.073,Race,Moto2,SPA,2022,5
431,22,0.0,4,S. Kelly,American Racing,+56.157,Race,Moto2,SPA,2022,5
432,23,0.0,28,N. Antonelli,Mooney VR46 Racing Team,+56.521,Race,Moto2,SPA,2022,5
433,DNF,0.0,54,F. Aldeguer ,MB Conveyors Speed Up,13 laps,Race,Moto2,SPA,2022,5
434,DNF,0.0,42,M. Ramirez,MV Agusta Forward Racing,9 laps,Race,Moto2,SPA,2022,5
435,DNF,0.0,96,J. Dixon,Inde GASGAS Aspar Team,8 laps,Race,Moto2,SPA,2022,5
436,DNF,0.0,6,C. Beaubier,American Racing,7 laps,Race,Moto2,SPA,2022,5
437,DNF,0.0,35,S. Chantra,IDEMITSU Honda Team Asia,7 laps,Race,Moto2,SPA,2022,5
438,DNF,0.0,22,S. Lowes,Elf Marc VDS Racing Team,6 laps,Race,Moto2,SPA,2022,5
439,DNF,0.0,5,R. Fenati,MB Conveyors Speed Up,4 laps,Race,Moto2,SPA,2022,5
440,1,25.0,28,I. Guevara,GASGAS Aspar Team,39:19.873,Race,Moto3,SPA,2022,5
441,2,20.0,11,S. Garcia,GASGAS Aspar Team,+0.061,Race,Moto3,SPA,2022,5
442,3,16.0,5,J. Masia,Red Bull KTM Ajo,+0.208,Race,Moto3,SPA,2022,5
443,4,13.0,53,D. Öncü,Red Bull KTM Tech3,+0.319,Race,Moto3,SPA,2022,5
444,5,11.0,43,X. Artigas,CFMOTO Racing PruestelGP,+0.417,Race,Moto3,SPA,2022,5
445,6,10.0,71,A. Sasaki,Sterilgarda Husqvarna Max,+0.847,Race,Moto3,SPA,2022,5
446,7,9.0,27,K. Toba,CIP Green Power,+3.787,Race,Moto3,SPA,2022,5
447,8,8.0,6,R. Yamanaka,MT Helmets - MSI,+3.982,Race,Moto3,SPA,2022,5
448,9,7.0,96,D. Holgado,Red Bull KTM Ajo,+5.811,Race,Moto3,SPA,2022,5
449,10,6.0,10,D. Moreira,MT Helmets - MSI,+6.088,Race,Moto3,SPA,2022,5
450,11,5.0,18,M. Bertelle,QJMotor Avintia Racing Team,+11.069,Race,Moto3,SPA,2022,5
451,12,4.0,19,S. Ogden,VisionTrack Racing Team,+11.142,Race,Moto3,SPA,2022,5
452,13,3.0,48,I. Ortola,Angeluss MTA Team,+15.546,Race,Moto3,SPA,2022,5
453,14,2.0,16,A. Migno,Rivacold Snipers Team,+15.662,Race,Moto3,SPA,2022,5
454,15,1.0,82,S. Nepa,Angeluss MTA Team,+15.687,Race,Moto3,SPA,2022,5
455,16,0.0,23,E. Bartolini,QJMotor Avintia Racing Team,+15.728,Race,Moto3,SPA,2022,5
456,17,0.0,64,M. Suryo Aji,Honda Team Asia,+16.582,Race,Moto3,SPA,2022,5
457,18,0.0,7,D. Foggia,Leopard Racing,+17.529,Race,Moto3,SPA,2022,5
458,19,0.0,38,D. Salvador ,Sterilgarda Husqvarna Max,+23.338,Race,Moto3,SPA,2022,5
459,20,0.0,87,G. Riu Male,BOE Motorsports,+25.408,Race,Moto3,SPA,2022,5
460,21,0.0,72,T. Furusato,Honda Team Asia,+25.569,Race,Moto3,SPA,2022,5
461,22,0.0,63,S. Azman,Rivacold Snipers Team,+44.166,Race,Moto3,SPA,2022,5
462,23,0.0,22,A. Carrasco,BOE Motorsports,+44.337,Race,Moto3,SPA,2022,5
463,DNF,0.0,54,R. Rossi,SIC58 Squadra Corse,14 laps,Race,Moto3,SPA,2022,5
464,DNF,0.0,24,T. Suzuki,Leopard Racing,6 laps,Race,Moto3,SPA,2022,5
465,DNF,0.0,31,A. Fernandez,Red Bull KTM Tech3,5 laps,Race,Moto3,SPA,2022,5
466,DNF,0.0,66,J. Kelso,CIP Green Power,3 laps,Race,Moto3,SPA,2022,5
467,DNF,0.0,99,C. Tatay,CFMOTO Racing PruestelGP,3 laps,Race,Moto3,SPA,2022,5
468,1,25.0,51,E. Granado,LCR E-Team,14:36.321,Race,MotoE,SPA,2022,5
469,2,20.0,71,M. Pons,LCR E-Team,+0.217,Race,MotoE,SPA,2022,5
470,3,16.0,27,M. Casadei,Pons Racing 40,+0.394,Race,MotoE,SPA,2022,5
471,4,13.0,77,D. Aegerter,Dynavolt Intact GP MotoE,+0.488,Race,MotoE,SPA,2022,5
472,5,11.0,78,H. Okubo,Avant Ajo MotoE,+1.182,Race,MotoE,SPA,2022,5
473,6,10.0,11,M. Ferrari,Felo Gresini MotoE,+1.715,Race,MotoE,SPA,2022,5
474,7,9.0,40,J. Torres,Pons Racing 40,+2.701,Race,MotoE,SPA,2022,5
475,8,8.0,17,A. Escrig,Tech3 E-racing,+4.202,Race,MotoE,SPA,2022,5
476,9,7.0,7,N. Canepa,WithU GRT RNF MotoE Team,+5.471,Race,MotoE,SPA,2022,5
477,10,6.0,34,K. Manfredi,Octo Pramac MotoE,+5.755,Race,MotoE,SPA,2022,5
478,11,5.0,12,X. Fores,Octo Pramac MotoE,+7.061,Race,MotoE,SPA,2022,5
479,12,4.0,3,L. Tulovic,WithU GRT RNF MotoE Team,+10.497,Race,MotoE,SPA,2022,5
480,13,3.0,21,K. Zannoni,Ongetta SIC58 Squadracorse,+10.880,Race,MotoE,SPA,2022,5
481,14,2.0,6,M. Herrera,OpenBank Aspar Team,+18.274,Race,MotoE,SPA,2022,5
482,15,1.0,72,A. Finello,Felo Gresini MotoE,+26.343,Race,MotoE,SPA,2022,5
483,DNF,0.0,4,H. Garzo,Tech3 E-racing,4 laps,Race,MotoE,SPA,2022,5
484,DNF,0.0,28,Y. Ruiz ,Avintia Esponsorama Racing,3 laps,Race,MotoE,SPA,2022,5
485,DNF,0.0,70,M. Alcoba,Openbank Aspar Team,,Race,MotoE,SPA,2022,5
486,1,25.0,51,E. Granado,LCR E-Team,14:36.988,Race1,MotoE,SPA,2022,5
487,2,20.0,77,D. Aegerter,Dynavolt Intact GP MotoE,+0.696,Race1,MotoE,SPA,2022,5
488,3,16.0,11,M. Ferrari,Felo Gresini MotoE,+1.005,Race1,MotoE,SPA,2022,5
489,4,13.0,4,H. Garzo,Tech3 E-racing,+1.537,Race1,MotoE,SPA,2022,5
490,5,11.0,40,J. Torres,Pons Racing 40,+1.697,Race1,MotoE,SPA,2022,5
491,6,10.0,78,H. Okubo,Avant Ajo MotoE,+2.345,Race1,MotoE,SPA,2022,5
492,7,9.0,17,A. Escrig,Tech3 E-racing,+3.651,Race1,MotoE,SPA,2022,5
493,8,8.0,71,M. Pons,LCR E-Team,+3.986,Race1,MotoE,SPA,2022,5
494,9,7.0,70,M. Alcoba,Openbank Aspar Team,+5.275,Race1,MotoE,SPA,2022,5
495,10,6.0,3,L. Tulovic,WithU GRT RNF MotoE Team,+5.334,Race1,MotoE,SPA,2022,5
496,11,5.0,7,N. Canepa,WithU GRT RNF MotoE Team,+5.814,Race1,MotoE,SPA,2022,5
497,12,4.0,21,K. Zannoni,Ongetta SIC58 Squadracorse,+6.511,Race1,MotoE,SPA,2022,5
498,13,3.0,34,K. Manfredi,Octo Pramac MotoE,+9.621,Race1,MotoE,SPA,2022,5
499,14,2.0,12,X. Fores,Octo Pramac MotoE,+10.849,Race1,MotoE,SPA,2022,5
500,15,1.0,6,M. Herrera,OpenBank Aspar Team,+12.094,Race1,MotoE,SPA,2022,5
501,16,0.0,28,Y. Ruiz ,Avintia Esponsorama Racing,+22.491,Race1,MotoE,SPA,2022,5
502,17,0.0,27,M. Casadei,Pons Racing 40,+92.262,Race1,MotoE,SPA,2022,5
503,DNF,0.0,72,A. Finello,Felo Gresini MotoE,1 laps,Race1,MotoE,SPA,2022,5
504,1,25.0,63,F. Bagnaia,Ducati Lenovo Team,41:00.554,Race,MotoGP,SPA,2022,5
505,2,20.0,20,F. Quartararo,Monster Energy Yamaha MotoGP,+0.285,Race,MotoGP,SPA,2022,5
506,3,16.0,41,A. Espargaro,Aprilia Racing,+10.977,Race,MotoGP,SPA,2022,5
507,4,13.0,93,M. Marquez,Repsol Honda Team,+12.676,Race,MotoGP,SPA,2022,5
508,5,11.0,43,J. Miller,Ducati Lenovo Team,+12.957,Race,MotoGP,SPA,2022,5
509,6,10.0,36,J. Mir,Team SUZUKI ECSTAR,+13.934,Race,MotoGP,SPA,2022,5
510,7,9.0,30,T. Nakagami,LCR Honda IDEMITSU,+14.929,Race,MotoGP,SPA,2022,5
511,8,8.0,23,E. Bastianini,Gresini Racing MotoGP,+18.436,Race,MotoGP,SPA,2022,5
512,9,7.0,72,M. Bezzecchi,Mooney VR46 Racing Team,+18.830,Race,MotoGP,SPA,2022,5
513,10,6.0,33,B. Binder,Red Bull KTM Factory Racing,+20.056,Race,MotoGP,SPA,2022,5
514,11,5.0,44,P. Espargaro,Repsol Honda Team,+20.856,Race,MotoGP,SPA,2022,5
515,12,4.0,88,M. Oliveira,Red Bull KTM Factory Racing,+23.131,Race,MotoGP,SPA,2022,5
516,13,3.0,73,A. Marquez,LCR Honda CASTROL,+25.306,Race,MotoGP,SPA,2022,5
517,14,2.0,12,M. Viñales,Aprilia Racing,+27.358,Race,MotoGP,SPA,2022,5
518,15,1.0,21,F. Morbidelli,Monster Energy Yamaha MotoGP,+27.519,Race,MotoGP,SPA,2022,5
519,16,0.0,10,L. Marini,Mooney VR46 Racing Team,+29.278,Race,MotoGP,SPA,2022,5
520,17,0.0,4,A. Dovizioso,WithU Yamaha RNF MotoGP Team,+35.204,Race,MotoGP,SPA,2022,5
521,18,0.0,49,F. Di Giannantonio,Gresini Racing MotoGP,+35.361,Race,MotoGP,SPA,2022,5
522,19,0.0,42,A. Rins,Team SUZUKI ECSTAR,+38.922,Race,MotoGP,SPA,2022,5
523,20,0.0,87,R. Gardner,Tech3 KTM Factory Racing,+43.378,Race,MotoGP,SPA,2022,5
524,21,0.0,32,L. Savadori,Aprilia Racing,+44.299,Race,MotoGP,SPA,2022,5
525,22,0.0,89,J. Martin,Prima Pramac Racing,+67.681,Race,MotoGP,SPA,2022,5
526,DNF,0.0,6,S. Bradl,Team HRC,10 laps,Race,MotoGP,SPA,2022,5
527,DNF,0.0,5,J. Zarco,Prima Pramac Racing,9 laps,Race,MotoGP,SPA,2022,5
