result_id,pos.,no,rider,Team,gap 1st / prev.,time,session,class,event,year,event_id
4726,6,51,E. Granado,LCR E-Team,+0.708 / +0.002,01:40.152,Q2,MotoE,NED,2024,7
4727,7,3,L. Tulovic,Dynavolt Intact GP MotoE,+0.963 / +0.255,01:40.407,Q2,MotoE,NED,2024,7
4728,8,77,M. Pons,Axxis-MSI,+0.975 / +0.012,01:40.419,Q2,MotoE,NED,2024,7
4729,9,40,M. Casadei,LCR E-Team,+1.263 / +0.288,01:40.707,Q2,MotoE,NED,2024,7
4730,10,9,A. Mantovani,KLINT Forward Factory Team,+1.804 / +0.541,01:41.248,Q2,MotoE,NED,2024,7
4731,1,31,P. Acosta,Red Bull GASGAS Tech3,,01:31.372,Q1,MotoGP,NED,2024,7
4732,2,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+0.018 / +0.018,01:31.390,Q1,MotoGP,NED,2024,7
4733,3,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+0.248 / +0.230,01:31.620,Q1,MotoGP,NED,2024,7
4734,4,43,J. Miller,Red Bull KTM Factory Racing,+0.531 / +0.283,01:31.903,Q1,MotoGP,NED,2024,7
4735,5,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+0.625 / +0.094,01:31.997,Q1,MotoGP,NED,2024,7
4736,6,42,A. Rins,Monster Energy Yamaha MotoGP Team,+0.736 / +0.111,01:32.108,Q1,MotoGP,NED,2024,7
4737,7,88,M. Oliveira,Trackhouse Racing,+0.751 / +0.015,01:32.123,Q1,MotoGP,NED,2024,7
4738,8,32,L. Savadori,Aprilia Racing,+0.871 / +0.120,01:32.243,Q1,MotoGP,NED,2024,7
4739,9,5,J. Zarco,CASTROL Honda LCR,+0.888 / +0.017,01:32.260,Q1,MotoGP,NED,2024,7
4740,10,36,J. Mir,Repsol Honda Team,+1.125 / +0.237,01:32.497,Q1,MotoGP,NED,2024,7
4741,11,10,L. Marini,Repsol Honda Team,+1.255 / +0.130,01:32.627,Q1,MotoGP,NED,2024,7
4742,12,37,A. Fernandez,Red Bull GASGAS Tech3,+1.297 / +0.042,01:32.669,Q1,MotoGP,NED,2024,7
4743,13,30,T. Nakagami,IDEMITSU Honda LCR,+1.658 / +0.361,01:33.030,Q1,MotoGP,NED,2024,7
4744,1,1,F. Bagnaia,Ducati Lenovo Team,,01:30.540,Q2,MotoGP,NED,2024,7
4745,2,89,J. Martin,Prima Pramac Racing,+0.081 / +0.081,01:30.621,Q2,MotoGP,NED,2024,7
4746,3,12,M. Viñales,Aprilia Racing,+0.411 / +0.330,01:30.951,Q2,MotoGP,NED,2024,7
4747,4,73,A. Marquez,Gresini Racing MotoGP,+0.439 / +0.028,01:30.979,Q2,MotoGP,NED,2024,7
4748,5,41,A. Espargaro,Aprilia Racing,+0.537 / +0.098,01:31.077,Q2,MotoGP,NED,2024,7
4749,6,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+0.734 / +0.197,01:31.274,Q2,MotoGP,NED,2024,7
4750,7,93,M. Marquez,Gresini Racing MotoGP,+0.838 / +0.104,01:31.378,Q2,MotoGP,NED,2024,7
4751,8,21,F. Morbidelli,Prima Pramac Racing,+0.865 / +0.027,01:31.405,Q2,MotoGP,NED,2024,7
4752,9,33,B. Binder,Red Bull KTM Factory Racing,+0.939 / +0.074,01:31.479,Q2,MotoGP,NED,2024,7
4753,10,31,P. Acosta,Red Bull GASGAS Tech3,+0.942 / +0.003,01:31.482,Q2,MotoGP,NED,2024,7
4754,11,23,E. Bastianini,Ducati Lenovo Team,+1.088 / +0.146,01:31.628,Q2,MotoGP,NED,2024,7
4755,12,25,R. Fernandez,Trackhouse Racing,+1.388 / +0.300,01:31.928,Q2,MotoGP,NED,2024,7
4756,1,13,C. Vietti,Red Bull KTM Ajo,,01:23.111,Q1,Moto2,GER,2024,8
4757,2,71,D. Foggia,Italtrans Racing Team,+0.053 / +0.053,01:23.164,Q1,Moto2,GER,2024,8
4758,3,15,D. Binder,Liqui Moly Husqvarna Intact GP,+0.062 / +0.009,01:23.173,Q1,Moto2,GER,2024,8
4759,4,81,S. Agius,Liqui Moly Husqvarna Intact GP,+0.207 / +0.145,01:23.318,Q1,Moto2,GER,2024,8
4760,5,5,J. Masia,Preicanos Racing Team,+0.256 / +0.049,01:23.367,Q1,Moto2,GER,2024,8
4761,6,17,D. Muñoz,Preicanos Racing Team,+0.330 / +0.074,01:23.441,Q1,Moto2,GER,2024,8
4762,7,22,A. Sasaki,Yamaha VR46 Master Camp Team,+0.332 / +0.002,01:23.443,Q1,Moto2,GER,2024,8
4763,8,32,M. Schrotter,Red Bull KTM Ajo,+0.395 / +0.063,01:23.506,Q1,Moto2,GER,2024,8
4764,9,52,J. Alcoba,Yamaha VR46 Master Camp Team,+0.396 / +0.001,01:23.507,Q1,Moto2,GER,2024,8
4765,10,31,R. Garcia ,Fantic Racing,+0.403 / +0.007,01:23.514,Q1,Moto2,GER,2024,8
4766,11,34,M. Suryo Aji,IDEMITSU Honda Team Asia,+0.478 / +0.075,01:23.589,Q1,Moto2,GER,2024,8
4767,12,75,A. Arenas,QJMOTOR Gresini Moto2,+0.484 / +0.006,01:23.595,Q1,Moto2,GER,2024,8
4768,13,7,B. Baltus,RW-Idrofoglia Racing GP,+0.960 / +0.476,01:24.071,Q1,Moto2,GER,2024,8
4769,14,84,Z. Van Den Goorbergh,RW-Idrofoglia Racing GP,+0.986 / +0.026,01:24.097,Q1,Moto2,GER,2024,8
4770,15,43,X. Artigas,KLINT Forward Factory Team,+1.070 / +0.084,01:24.181,Q1,Moto2,GER,2024,8
4771,16,11,A. Escrig,KLINT Forward Factory Team,+1.433 / +0.363,01:24.544,Q1,Moto2,GER,2024,8
4772,1,13,C. Vietti,Red Bull KTM Ajo,,01:22.778,Q2,Moto2,GER,2024,8
4773,2,96,J. Dixon,CFMOTO Polarcube Aspar Team,+0.047 / +0.047,01:22.825,Q2,Moto2,GER,2024,8
4774,3,54,F. Aldeguer ,MB Conveyors SpeedUp,+0.127 / +0.080,01:22.905,Q2,Moto2,GER,2024,8
4775,4,81,S. Agius,Liqui Moly Husqvarna Intact GP,+0.163 / +0.036,01:22.941,Q2,Moto2,GER,2024,8
4776,5,18,M. Gonzalez,QJMOTOR Gresini Moto2,+0.214 / +0.051,01:22.992,Q2,Moto2,GER,2024,8
4777,6,14,T. Arbolino,Elf Marc VDS Racing Team,+0.259 / +0.045,01:23.037,Q2,Moto2,GER,2024,8
4778,7,79,A. Ogura,MT Helmets - MSI,+0.262 / +0.003,01:23.040,Q2,Moto2,GER,2024,8
4779,8,10,D. Moreira,Italtrans Racing Team,+0.264 / +0.002,01:23.042,Q2,Moto2,GER,2024,8
4780,9,24,M. Ramirez,OnlyFans American Racing Team,+0.305 / +0.041,01:23.083,Q2,Moto2,GER,2024,8
4781,10,21,A. Lopez,MB Conveyors SpeedUp,+0.349 / +0.044,01:23.127,Q2,Moto2,GER,2024,8
4782,11,16,J. Roberts,OnlyFans American Racing Team,+0.395 / +0.046,01:23.173,Q2,Moto2,GER,2024,8
4783,12,3,S. Garcia,MT Helmets - MSI,+0.404 / +0.009,01:23.182,Q2,Moto2,GER,2024,8
4784,13,28,I. Guevara,CFMOTO Polarcube Aspar Team,+0.439 / +0.035,01:23.217,Q2,Moto2,GER,2024,8
4785,14,44,A. Canet,Fantic Racing,+0.504 / +0.065,01:23.282,Q2,Moto2,GER,2024,8
4786,15,64,B. Bendsneyder,Preicanos Racing Team,+0.530 / +0.026,01:23.308,Q2,Moto2,GER,2024,8
4787,16,15,D. Binder,Liqui Moly Husqvarna Intact GP,+0.552 / +0.022,01:23.330,Q2,Moto2,GER,2024,8
4788,17,35,S. Chantra,IDEMITSU Honda Team Asia,+0.562 / +0.010,01:23.340,Q2,Moto2,GER,2024,8
4789,18,71,D. Foggia,Italtrans Racing Team,+0.668 / +0.106,01:23.446,Q2,Moto2,GER,2024,8
4790,1,78,J. Esteban,CFMOTO Gaviota Aspar Team,,01:26.325,Q1,Moto3,GER,2024,8
4791,2,96,D. Holgado,Red Bull GASGAS Tech3,+0.075 / +0.075,01:26.400,Q1,Moto3,GER,2024,8
4792,3,18,M. Bertelle,Kopron Rivacold Snipers Team,+0.320 / +0.245,01:26.645,Q1,Moto3,GER,2024,8
4793,4,19,S. Ogden,MLav Racing,+0.346 / +0.026,01:26.671,Q1,Moto3,GER,2024,8
4794,5,85,X. Zurutuza,Red Bull KTM Ajo,+0.432 / +0.086,01:26.757,Q1,Moto3,GER,2024,8
4795,6,70,J. Whatley,MLav Racing,+0.485 / +0.053,01:26.810,Q1,Moto3,GER,2024,8
4796,7,7,F. Farioli,SIC58 Squadra Corse,+0.595 / +0.110,01:26.920,Q1,Moto3,GER,2024,8
4797,8,54,R. Rossi,CIP Green Power,+1.102 / +0.507,01:27.427,Q1,Moto3,GER,2024,8
4798,9,10,N. Carraro,LEVELUP - MTA,+1.235 / +0.133,01:27.560,Q1,Moto3,GER,2024,8
4799,10,5,T. Buasri,Honda Team Asia,+1.293 / +0.058,01:27.618,Q1,Moto3,GER,2024,8
4800,11,22,D. Almansa,Kopron Rivacold Snipers Team,+1.524 / +0.231,01:27.849,Q1,Moto3,GER,2024,8
4801,12,55,N. Dettwiler,CIP Green Power,+1.572 / +0.048,01:27.897,Q1,Moto3,GER,2024,8
4802,1,95,C. Veijer,Liqui Moly Husqvarna Intact GP,,01:24.885,Q2,Moto3,GER,2024,8
4803,2,80,D. Alonso,CFMOTO Gaviota Aspar Team,+0.336 / +0.336,01:25.221,Q2,Moto3,GER,2024,8
4804,3,58,L. Lunetta,SIC58 Squadra Corse,+0.337 / +0.001,01:25.222,Q2,Moto3,GER,2024,8
4805,4,31,A. Fernandez,Leopard Racing,+0.501 / +0.164,01:25.386,Q2,Moto3,GER,2024,8
4806,5,99,J. Rueda,Red Bull KTM Ajo,+0.503 / +0.002,01:25.388,Q2,Moto3,GER,2024,8
4807,6,64,D. Muñoz ,BOE Motorsports,+0.545 / +0.042,01:25.430,Q2,Moto3,GER,2024,8
4808,7,19,S. Ogden,MLav Racing,+0.552 / +0.007,01:25.437,Q2,Moto3,GER,2024,8
4809,8,72,T. Furusato,Honda Team Asia,+0.603 / +0.051,01:25.488,Q2,Moto3,GER,2024,8
4810,9,24,T. Suzuki,Liqui Moly Husqvarna Intact GP,+0.769 / +0.166,01:25.654,Q2,Moto3,GER,2024,8
4811,10,82,S. Nepa,LEVELUP - MTA,+0.821 / +0.052,01:25.706,Q2,Moto3,GER,2024,8
4812,11,6,R. Yamanaka,MT Helmets - MSI,+0.822 / +0.001,01:25.707,Q2,Moto3,GER,2024,8
4813,12,48,I. Ortola,MT Helmets - MSI,+0.902 / +0.080,01:25.787,Q2,Moto3,GER,2024,8
4814,13,96,D. Holgado,Red Bull GASGAS Tech3,+0.926 / +0.024,01:25.811,Q2,Moto3,GER,2024,8
4815,14,36,A. Piqueras ,Leopard Racing,+1.047 / +0.121,01:25.932,Q2,Moto3,GER,2024,8
4816,15,66,J. Kelso,BOE Motorsports,+1.173 / +0.126,01:26.058,Q2,Moto3,GER,2024,8
4817,16,78,J. Esteban,CFMOTO Gaviota Aspar Team,+1.278 / +0.105,01:26.163,Q2,Moto3,GER,2024,8
4818,17,12,J. Roulstone,Red Bull GASGAS Tech3,+1.544 / +0.266,01:26.429,Q2,Moto3,GER,2024,8
4819,18,18,M. Bertelle,Kopron Rivacold Snipers Team,+2.092 / +0.548,01:26.977,Q2,Moto3,GER,2024,8
4820,1,29,N. Spinelli,Tech3 E-Racing,,01:26.386,Q1,MotoE,GER,2024,8
4821,2,21,K. Zannoni,Openbank Aspar Team,+0.320 / +0.320,01:26.706,Q1,MotoE,GER,2024,8
4822,3,72,A. Finello,Felo Gresini MotoE,+0.558 / +0.238,01:26.944,Q1,MotoE,GER,2024,8
4823,4,77,M. Pons,Axxis-MSI,+0.647 / +0.089,01:27.033,Q1,MotoE,GER,2024,8
4824,5,55,M. Roccoli,Ongetta SIC58 Squadra Corse,+1.061 / +0.414,01:27.447,Q1,MotoE,GER,2024,8
4825,6,9,A. Mantovani,KLINT Forward Factory Team,+1.228 / +0.167,01:27.614,Q1,MotoE,GER,2024,8
4826,7,7,C. Davies,Aruba Cloud MotoE Racing Team,+1.252 / +0.024,01:27.638,Q1,MotoE,GER,2024,8
4827,8,34,K. Manfredi,Ongetta SIC58 Squadra Corse,+1.890 / +0.638,01:28.276,Q1,MotoE,GER,2024,8
4828,9,80,A. Pontone,Aruba Cloud MotoE Racing Team,+2.397 / +0.507,01:28.783,Q1,MotoE,GER,2024,8
4829,10,6,M. Herrera,KLINT Forward Factory Team,+2.473 / +0.076,01:28.859,Q1,MotoE,GER,2024,8
4830,1,61,A. Zaccone,Tech3 E-racing,,01:26.234,Q2,MotoE,GER,2024,8
4831,2,99,O. Gutierrez,Axxis-MSI,+0.062 / +0.062,01:26.296,Q2,MotoE,GER,2024,8
4832,3,29,N. Spinelli,Tech3 E-Racing,+0.221 / +0.159,01:26.455,Q2,MotoE,GER,2024,8
4833,4,4,H. Garzo,Dynavolt Intact GP MotoE,+0.267 / +0.046,01:26.501,Q2,MotoE,GER,2024,8
4834,5,81,J. Torres,Openbank Aspar Team,+0.295 / +0.028,01:26.529,Q2,MotoE,GER,2024,8
4835,6,51,E. Granado,LCR E-Team,+0.343 / +0.048,01:26.577,Q2,MotoE,GER,2024,8
4836,7,11,M. Ferrari,Felo Gresini MotoE,+0.363 / +0.020,01:26.597,Q2,MotoE,GER,2024,8
4837,8,40,M. Casadei,LCR E-Team,+0.689 / +0.326,01:26.923,Q2,MotoE,GER,2024,8
4838,9,21,K. Zannoni,Openbank Aspar Team,,,Q2,MotoE,GER,2024,8
4839,10,3,L. Tulovic,Dynavolt Intact GP MotoE,+0.000 / +0.000,,Q2,MotoE,GER,2024,8
4840,1,25,R. Fernandez,Trackhouse Racing,,01:19.678,Q1,MotoGP,GER,2024,8
4841,2,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+0.437 / +0.437,01:20.115,Q1,MotoGP,GER,2024,8
4842,3,93,M. Marquez,Gresini Racing MotoGP,+0.585 / +0.148,01:20.263,Q1,MotoGP,GER,2024,8
4843,4,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+0.632 / +0.047,01:20.310,Q1,MotoGP,GER,2024,8
4844,5,37,A. Fernandez,Red Bull GASGAS Tech3,+0.741 / +0.109,01:20.419,Q1,MotoGP,GER,2024,8
4845,6,43,J. Miller,Red Bull KTM Factory Racing,+0.837 / +0.096,01:20.515,Q1,MotoGP,GER,2024,8
4846,7,30,T. Nakagami,IDEMITSU Honda LCR,+0.875 / +0.038,01:20.553,Q1,MotoGP,GER,2024,8
4847,8,10,L. Marini,Repsol Honda Team,+0.887 / +0.012,01:20.565,Q1,MotoGP,GER,2024,8
4848,9,5,J. Zarco,CASTROL Honda LCR,+1.121 / +0.234,01:20.799,Q1,MotoGP,GER,2024,8
4849,10,36,J. Mir,Repsol Honda Team,+1.484 / +0.363,01:21.162,Q1,MotoGP,GER,2024,8
4850,11,6,S. Bradl,HRC Test Team,+1.592 / +0.108,01:21.270,Q1,MotoGP,GER,2024,8
4851,12,87,R. Gardner,Monster Energy Yamaha MotoGP Team,+1.619 / +0.027,01:21.297,Q1,MotoGP,GER,2024,8
4852,1,89,J. Martin,Prima Pramac Racing,,01:19.423,Q2,MotoGP,GER,2024,8
4853,2,88,M. Oliveira,Trackhouse Racing,+0.048 / +0.048,01:19.471,Q2,MotoGP,GER,2024,8
4854,3,25,R. Fernandez,Trackhouse Racing,+0.220 / +0.172,01:19.643,Q2,MotoGP,GER,2024,8
4855,4,1,F. Bagnaia,Ducati Lenovo Team,+0.326 / +0.106,01:19.749,Q2,MotoGP,GER,2024,8
4856,5,73,A. Marquez,Gresini Racing MotoGP,+0.368 / +0.042,01:19.791,Q2,MotoGP,GER,2024,8
4857,6,21,F. Morbidelli,Prima Pramac Racing,+0.523 / +0.155,01:19.946,Q2,MotoGP,GER,2024,8
4858,7,12,M. Viñales,Aprilia Racing,+0.527 / +0.004,01:19.950,Q2,MotoGP,GER,2024,8
4859,8,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+0.534 / +0.007,01:19.957,Q2,MotoGP,GER,2024,8
4860,9,23,E. Bastianini,Ducati Lenovo Team,+0.555 / +0.021,01:19.978,Q2,MotoGP,GER,2024,8
4861,10,31,P. Acosta,Red Bull GASGAS Tech3,+0.925 / +0.370,01:20.348,Q2,MotoGP,GER,2024,8
4862,11,33,B. Binder,Red Bull KTM Factory Racing,+1.023 / +0.098,01:20.446,Q2,MotoGP,GER,2024,8
4863,12,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+1.290 / +0.267,01:20.713,Q2,MotoGP,GER,2024,8
4864,1,54,F. Aldeguer ,GT Trevisan SpeedUp,,02:03.570,Q1,Moto2,GBR,2024,9
4865,2,75,A. Arenas,QJMOTOR Gresini Moto2,+0.039 / +0.039,02:03.609,Q1,Moto2,GBR,2024,9
4866,3,64,B. Bendsneyder,Preicanos Racing Team,+0.411 / +0.372,02:03.981,Q1,Moto2,GBR,2024,9
4867,4,52,J. Alcoba,Yamaha VR46 Master Camp Team,+0.415 / +0.004,02:03.985,Q1,Moto2,GBR,2024,9
4868,5,7,B. Baltus,RW-Idrofoglia Racing GP,+0.746 / +0.331,02:04.316,Q1,Moto2,GBR,2024,9
4869,6,81,S. Agius,Liqui Moly Husqvarna Intact GP,+0.757 / +0.011,02:04.327,Q1,Moto2,GBR,2024,9
4870,7,34,M. Suryo Aji,IDEMITSU Honda Team Asia,+0.772 / +0.015,02:04.342,Q1,Moto2,GBR,2024,9
4871,8,12,F. Salac,Elf Marc VDS Racing Team,+0.879 / +0.107,02:04.449,Q1,Moto2,GBR,2024,9
4872,9,5,J. Masia,Preicanos Racing Team,+0.933 / +0.054,02:04.503,Q1,Moto2,GBR,2024,9
4873,10,28,I. Guevara,CFMOTO Inde Aspar Team,+1.143 / +0.210,02:04.713,Q1,Moto2,GBR,2024,9
4874,11,71,D. Foggia,Italtrans Racing Team,+1.157 / +0.014,02:04.727,Q1,Moto2,GBR,2024,9
4875,12,32,M. Schrotter,Red Bull KTM Ajo,+1.299 / +0.142,02:04.869,Q1,Moto2,GBR,2024,9
4876,13,11,A. Escrig,KLINT Forward Factory Team,+1.314 / +0.015,02:04.884,Q1,Moto2,GBR,2024,9
4877,14,22,A. Sasaki,Yamaha VR46 Master Camp Team,+1.497 / +0.183,02:05.067,Q1,Moto2,GBR,2024,9
4878,15,9,J. Navarro,KLINT Forward Factory Team,+1.611 / +0.114,02:05.181,Q1,Moto2,GBR,2024,9
4879,16,20,X. Cardelus,Fantic Racing,+1.874 / +0.263,02:05.444,Q1,Moto2,GBR,2024,9
4880,17,43,X. Artigas,KLINT Forward Factory Team,+4.801 / +2.927,02:08.371,Q1,Moto2,GBR,2024,9
4881,1,79,A. Ogura,MT Helmets - MSI,,02:02.940,Q2,Moto2,GBR,2024,9
4882,2,44,A. Canet,Fantic Racing,+0.052 / +0.052,02:02.992,Q2,Moto2,GBR,2024,9
4883,3,10,D. Moreira,Italtrans Racing Team,+0.183 / +0.131,02:03.123,Q2,Moto2,GBR,2024,9
4884,4,13,C. Vietti,Red Bull KTM Ajo,+0.209 / +0.026,02:03.149,Q2,Moto2,GBR,2024,9
4885,5,96,J. Dixon,CFMOTO Inde Aspar Team,+0.229 / +0.020,02:03.169,Q2,Moto2,GBR,2024,9
4886,6,75,A. Arenas,QJMOTOR Gresini Moto2,+0.265 / +0.036,02:03.205,Q2,Moto2,GBR,2024,9
4887,7,18,M. Gonzalez,QJMOTOR Gresini Moto2,+0.266 / +0.001,02:03.206,Q2,Moto2,GBR,2024,9
4888,8,64,B. Bendsneyder,Preicanos Racing Team,+0.336 / +0.070,02:03.276,Q2,Moto2,GBR,2024,9
4889,9,16,J. Roberts,OnlyFans American Racing Team,+0.349 / +0.013,02:03.289,Q2,Moto2,GBR,2024,9
4890,10,21,A. Lopez,GT Trevisan SpeedUp,+0.438 / +0.089,02:03.378,Q2,Moto2,GBR,2024,9
4891,11,54,F. Aldeguer ,GT Trevisan SpeedUp,+0.523 / +0.085,02:03.463,Q2,Moto2,GBR,2024,9
4892,12,14,T. Arbolino,Elf Marc VDS Racing Team,+0.581 / +0.058,02:03.521,Q2,Moto2,GBR,2024,9
4893,13,35,S. Chantra,IDEMITSU Honda Team Asia,+0.591 / +0.010,02:03.531,Q2,Moto2,GBR,2024,9
4894,14,24,M. Ramirez,OnlyFans American Racing Team,+0.653 / +0.062,02:03.593,Q2,Moto2,GBR,2024,9
4895,15,84,Z. Van Den Goorbergh,RW-Idrofoglia Racing GP,+0.699 / +0.046,02:03.639,Q2,Moto2,GBR,2024,9
4896,16,3,S. Garcia,MT Helmets - MSI,+0.719 / +0.020,02:03.659,Q2,Moto2,GBR,2024,9
4897,17,52,J. Alcoba,Yamaha VR46 Master Camp Team,+0.807 / +0.088,02:03.747,Q2,Moto2,GBR,2024,9
4898,18,15,D. Binder,Liqui Moly Husqvarna Intact GP,+0.985 / +0.178,02:03.925,Q2,Moto2,GBR,2024,9
4899,1,31,A. Fernandez,Leopard Racing,,02:10.933,Q1,Moto3,GBR,2024,9
4900,2,7,F. Farioli,SIC58 Squadra Corse,+0.131 / +0.131,02:11.064,Q1,Moto3,GBR,2024,9
4901,3,85,X. Zurutuza,Red Bull KTM Ajo,+0.491 / +0.360,02:11.424,Q1,Moto3,GBR,2024,9
4902,4,18,M. Bertelle,Kopron Rivacold Snipers Team,+0.508 / +0.017,02:11.441,Q1,Moto3,GBR,2024,9
4903,5,5,T. Buasri,Honda Team Asia,+0.581 / +0.073,02:11.514,Q1,Moto3,GBR,2024,9
4904,6,21,V. Perez,Fibre Tec Honda - MLav Racing,+0.661 / +0.080,02:11.594,Q1,Moto3,GBR,2024,9
4905,7,64,D. Muñoz ,BOE Motorsports,+1.020 / +0.359,02:11.953,Q1,Moto3,GBR,2024,9
4906,8,78,J. Esteban,CFMOTO Valresa Aspar Team,+1.045 / +0.025,02:11.978,Q1,Moto3,GBR,2024,9
4907,9,22,D. Almansa,Kopron Rivacold Snipers Team,+1.102 / +0.057,02:12.035,Q1,Moto3,GBR,2024,9
4908,10,55,N. Dettwiler,CIP Green Power,+1.531 / +0.429,02:12.464,Q1,Moto3,GBR,2024,9
4909,11,57,D. Shahril,SIC58 Squadra Corse,+2.327 / +0.796,02:13.260,Q1,Moto3,GBR,2024,9
4910,1,48,I. Ortola,MT Helmets - MSI,,02:09.270,Q2,Moto3,GBR,2024,9
4911,2,95,C. Veijer,Liqui Moly Husqvarna Intact GP,+0.041 / +0.041,02:09.311,Q2,Moto3,GBR,2024,9
4912,3,66,J. Kelso,BOE Motorsports,+0.483 / +0.442,02:09.753,Q2,Moto3,GBR,2024,9
4913,4,80,D. Alonso,CFMOTO Valresa Aspar Team,+0.628 / +0.145,02:09.898,Q2,Moto3,GBR,2024,9
4914,5,6,R. Yamanaka,MT Helmets - MSI,+0.661 / +0.033,02:09.931,Q2,Moto3,GBR,2024,9
4915,6,12,J. Roulstone,Red Bull GASGAS Tech3,+0.770 / +0.109,02:10.040,Q2,Moto3,GBR,2024,9
4916,7,82,S. Nepa,LEVELUP - MTA,+0.849 / +0.079,02:10.119,Q2,Moto3,GBR,2024,9
4917,8,96,D. Holgado,Red Bull GASGAS Tech3,+0.858 / +0.009,02:10.128,Q2,Moto3,GBR,2024,9
4918,9,24,T. Suzuki,Liqui Moly Husqvarna Intact GP,+1.184 / +0.326,02:10.454,Q2,Moto3,GBR,2024,9
4919,10,99,J. Rueda,Red Bull KTM Ajo,+1.516 / +0.332,02:10.786,Q2,Moto3,GBR,2024,9
4920,11,36,A. Piqueras ,Leopard Racing,+1.534 / +0.018,02:10.804,Q2,Moto3,GBR,2024,9
4921,12,31,A. Fernandez,Leopard Racing,+1.636 / +0.102,02:10.906,Q2,Moto3,GBR,2024,9
4922,13,18,M. Bertelle,Kopron Rivacold Snipers Team,+1.659 / +0.023,02:10.929,Q2,Moto3,GBR,2024,9
4923,14,85,X. Zurutuza,Red Bull KTM Ajo,+1.827 / +0.168,02:11.097,Q2,Moto3,GBR,2024,9
4924,15,10,N. Carraro,LEVELUP - MTA,+1.834 / +0.007,02:11.104,Q2,Moto3,GBR,2024,9
4925,16,7,F. Farioli,SIC58 Squadra Corse,+1.901 / +0.067,02:11.171,Q2,Moto3,GBR,2024,9
4926,17,19,S. Ogden,Fibre Tec Honda - MLav Racing,,,Q2,Moto3,GBR,2024,9
4927,18,54,R. Rossi,CIP Green Power,+0.000 / +0.000,,Q2,Moto3,GBR,2024,9
4928,1,73,A. Marquez,Gresini Racing MotoGP,,01:58.373,Q1,MotoGP,GBR,2024,9
4929,2,31,P. Acosta,Red Bull GASGAS Tech3,+0.035 / +0.035,01:58.408,Q1,MotoGP,GBR,2024,9
4930,3,21,F. Morbidelli,Prima Pramac Racing,+0.226 / +0.191,01:58.599,Q1,MotoGP,GBR,2024,9
4931,4,25,R. Fernandez,Trackhouse Racing,+0.235 / +0.009,01:58.608,Q1,MotoGP,GBR,2024,9
4932,5,88,M. Oliveira,Trackhouse Racing,+0.282 / +0.047,01:58.655,Q1,MotoGP,GBR,2024,9
4933,6,5,J. Zarco,CASTROL Honda LCR,+0.357 / +0.075,01:58.730,Q1,MotoGP,GBR,2024,9
4934,7,37,A. Fernandez,Red Bull GASGAS Tech3,+0.639 / +0.282,01:59.012,Q1,MotoGP,GBR,2024,9
4935,8,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+0.719 / +0.080,01:59.092,Q1,MotoGP,GBR,2024,9
4936,9,10,L. Marini,Repsol Honda Team,+0.724 / +0.005,01:59.097,Q1,MotoGP,GBR,2024,9
4937,10,36,J. Mir,Repsol Honda Team,+1.095 / +0.371,01:59.468,Q1,MotoGP,GBR,2024,9
4938,11,30,T. Nakagami,IDEMITSU Honda LCR,+1.449 / +0.354,01:59.822,Q1,MotoGP,GBR,2024,9
4939,12,87,R. Gardner,Monster Energy Yamaha MotoGP Team,+1.514 / +0.065,01:59.887,Q1,MotoGP,GBR,2024,9
4940,1,41,A. Espargaro,Aprilia Racing,,01:57.309,Q2,MotoGP,GBR,2024,9
4941,2,1,F. Bagnaia,Ducati Lenovo Team,+0.208 / +0.208,01:57.517,Q2,MotoGP,GBR,2024,9
4942,3,23,E. Bastianini,Ducati Lenovo Team,+0.384 / +0.176,01:57.693,Q2,MotoGP,GBR,2024,9
4943,4,89,J. Martin,Prima Pramac Racing,+0.425 / +0.041,01:57.734,Q2,MotoGP,GBR,2024,9
4944,5,73,A. Marquez,Gresini Racing MotoGP,+0.508 / +0.083,01:57.817,Q2,MotoGP,GBR,2024,9
4945,6,33,B. Binder,Red Bull KTM Factory Racing,+0.641 / +0.133,01:57.950,Q2,MotoGP,GBR,2024,9
4946,7,93,M. Marquez,Gresini Racing MotoGP,+0.789 / +0.148,01:58.098,Q2,MotoGP,GBR,2024,9
4947,8,12,M. Viñales,Aprilia Racing,+0.828 / +0.039,01:58.137,Q2,MotoGP,GBR,2024,9
4948,9,31,P. Acosta,Red Bull GASGAS Tech3,+1.003 / +0.175,01:58.312,Q2,MotoGP,GBR,2024,9
4949,10,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+1.062 / +0.059,01:58.371,Q2,MotoGP,GBR,2024,9
4950,11,43,J. Miller,Red Bull KTM Factory Racing,+1.427 / +0.365,01:58.736,Q2,MotoGP,GBR,2024,9
4951,12,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+2.362 / +0.935,01:59.671,Q2,MotoGP,GBR,2024,9
