result_id,pos.,no,rider,Team,gap 1st / prev.,time,session,class,event,year,event_id
0,1,75,A. Arenas,Inde GASGAS Aspar Team,,01:59.371,Q1,Moto2,QAT,2022,0
1,2,54,F. Aldeguer ,MB Conveyors Speed Up,+0.319 / +0.319,01:59.690,Q1,Moto2,QAT,2022,0
2,3,64,B. Bendsneyder,Pertamina Mandalika SAG Team,+0.378 / +0.059,01:59.749,Q1,Moto2,QAT,2022,0
3,4,7,B. Baltus,RW Racing GP,+0.508 / +0.130,01:59.879,Q1,Moto2,QAT,2022,0
4,5,24,S. Corsi,MV Agusta Forward Racing,+0.692 / +0.184,02:00.063,Q1,Moto2,QAT,2022,0
5,6,19,L. Dalla Porta,Italtrans Racing Team,+0.780 / +0.088,02:00.151,Q1,Moto2,QAT,2022,0
6,7,42,M. Ramirez,MV Agusta Forward Racing,+0.780 / +0.000,02:00.151,Q1,Moto2,QAT,2022,0
7,8,52,J. Alcoba,Liqui Moly Intact GP,+0.899 / +0.119,02:00.270,Q1,Moto2,QAT,2022,0
8,9,2,G. Rodrigo,Pertamina Mandalika SAG Team,+1.171 / +0.272,02:00.542,Q1,Moto2,QAT,2022,0
9,10,18,M. Gonzalez,Yamaha VR46 Master Camp Team,+1.180 / +0.009,02:00.551,Q1,Moto2,QAT,2022,0
10,11,61,A. Zaccone,Gresini Racing Moto2,+1.586 / +0.406,02:00.957,Q1,Moto2,QAT,2022,0
11,12,81,K. Kubo,Yamaha VR46 Master Camp Team,+1.662 / +0.076,02:01.033,Q1,Moto2,QAT,2022,0
12,13,5,R. Fenati,MB Conveyors Speed Up,+1.766 / +0.104,02:01.137,Q1,Moto2,QAT,2022,0
13,14,4,S. Kelly,American Racing,+1.830 / +0.064,02:01.201,Q1,Moto2,QAT,2022,0
14,15,84,Z. Van Den Goorbergh,RW Racing GP,+1.956 / +0.126,02:01.327,Q1,Moto2,QAT,2022,0
15,16,28,N. Antonelli,Mooney VR46 Racing Team,+2.503 / +0.547,02:01.874,Q1,Moto2,QAT,2022,0
16,1,13,C. Vietti,Mooney VR46 Racing Team,,01:59.082,Q2,Moto2,QAT,2022,0
17,2,14,T. Arbolino,Elf Marc VDS Racing Team,+0.112 / +0.112,01:59.194,Q2,Moto2,QAT,2022,0
18,3,22,S. Lowes,Elf Marc VDS Racing Team,+0.144 / +0.032,01:59.226,Q2,Moto2,QAT,2022,0
19,4,12,F. Salac,Gresini Racing Moto2,+0.205 / +0.061,01:59.287,Q2,Moto2,QAT,2022,0
20,5,79,A. Ogura,IDEMITSU Honda Team Asia,+0.220 / +0.015,01:59.302,Q2,Moto2,QAT,2022,0
21,6,37,A. Fernandez,Red Bull KTM Ajo,+0.257 / +0.037,01:59.339,Q2,Moto2,QAT,2022,0
22,7,96,J. Dixon,Inde GASGAS Aspar Team,+0.275 / +0.018,01:59.357,Q2,Moto2,QAT,2022,0
23,8,54,F. Aldeguer ,MB Conveyors Speed Up,+0.277 / +0.002,01:59.359,Q2,Moto2,QAT,2022,0
24,9,40,A. Canet,Flexbox HP40,+0.398 / +0.121,01:59.480,Q2,Moto2,QAT,2022,0
25,10,51,P. Acosta,Red Bull KTM Ajo,+0.446 / +0.048,01:59.528,Q2,Moto2,QAT,2022,0
26,11,6,C. Beaubier,American Racing,+0.469 / +0.023,01:59.551,Q2,Moto2,QAT,2022,0
27,12,9,J. Navarro,Flexbox HP40,+0.544 / +0.075,01:59.626,Q2,Moto2,QAT,2022,0
28,13,23,M. Schrotter,Liqui Moly Intact GP,+0.588 / +0.044,01:59.670,Q2,Moto2,QAT,2022,0
29,14,16,J. Roberts,Italtrans Racing Team,+0.589 / +0.001,01:59.671,Q2,Moto2,QAT,2022,0
30,15,75,A. Arenas,Inde GASGAS Aspar Team,+0.697 / +0.108,01:59.779,Q2,Moto2,QAT,2022,0
31,16,7,B. Baltus,RW Racing GP,+0.751 / +0.054,01:59.833,Q2,Moto2,QAT,2022,0
32,17,64,B. Bendsneyder,Pertamina Mandalika SAG Team,+0.889 / +0.138,01:59.971,Q2,Moto2,QAT,2022,0
33,18,35,S. Chantra,IDEMITSU Honda Team Asia,+1.131 / +0.242,02:00.213,Q2,Moto2,QAT,2022,0
34,1,71,A. Sasaki,Sterilgarda Husqvarna Max,,02:05.481,Q1,Moto3,QAT,2022,0
35,2,48,I. Ortola,Angeluss MTA Team,+0.699 / +0.699,02:06.180,Q1,Moto3,QAT,2022,0
36,3,96,D. Holgado,Red Bull KTM Ajo,+0.749 / +0.050,02:06.230,Q1,Moto3,QAT,2022,0
37,4,18,M. Bertelle,QJMotor Avintia Racing Team,+0.894 / +0.145,02:06.375,Q1,Moto3,QAT,2022,0
38,5,82,S. Nepa,Angeluss MTA Team,+0.910 / +0.016,02:06.391,Q1,Moto3,QAT,2022,0
39,6,19,S. Ogden,VisionTrack Racing Team,+0.913 / +0.003,02:06.394,Q1,Moto3,QAT,2022,0
40,7,10,D. Moreira,MT Helmets - MSI,+1.224 / +0.311,02:06.705,Q1,Moto3,QAT,2022,0
41,8,67,A. Surra,Rivacold Snipers Team,+1.426 / +0.202,02:06.907,Q1,Moto3,QAT,2022,0
42,9,31,A. Fernandez,Red Bull KTM Tech3,+1.516 / +0.090,02:06.997,Q1,Moto3,QAT,2022,0
43,10,20,L. Fellon,SIC58 Squadra Corse,+1.594 / +0.078,02:07.075,Q1,Moto3,QAT,2022,0
44,11,64,M. Suryo Aji,Honda Team Asia,+2.408 / +0.814,02:07.889,Q1,Moto3,QAT,2022,0
45,12,22,A. Carrasco,BOE SKX,+2.532 / +0.124,02:08.013,Q1,Moto3,QAT,2022,0
46,13,23,E. Bartolini,QJMotor Avintia Racing Team,+2.789 / +0.257,02:08.270,Q1,Moto3,QAT,2022,0
47,14,87,G. Riu Male,BOE SKX,+3.298 / +0.509,02:08.779,Q1,Moto3,QAT,2022,0
48,15,70,J. Whatley,VisionTrack Racing Team,+4.198 / +0.900,02:09.679,Q1,Moto3,QAT,2022,0
49,1,28,I. Guevara,Gaviota GASGAS Aspar Team,,02:04.811,Q2,Moto3,QAT,2022,0
50,2,71,A. Sasaki,Sterilgarda Husqvarna Max,+0.085 / +0.085,02:04.896,Q2,Moto3,QAT,2022,0
51,3,5,J. Masia,Red Bull KTM Ajo,+0.212 / +0.127,02:05.023,Q2,Moto3,QAT,2022,0
52,4,16,A. Migno,Rivacold Snipers Team,+0.363 / +0.151,02:05.174,Q2,Moto3,QAT,2022,0
53,5,7,D. Foggia,Leopard Racing,+0.378 / +0.015,02:05.189,Q2,Moto3,QAT,2022,0
54,6,6,R. Yamanaka,MT Helmets - MSI,+0.725 / +0.347,02:05.536,Q2,Moto3,QAT,2022,0
55,7,17,J. McPhee,Sterilgarda Husqvarna Max,+0.738 / +0.013,02:05.549,Q2,Moto3,QAT,2022,0
56,8,11,S. Garcia,Gaviota GASGAS Aspar Team,+0.847 / +0.109,02:05.658,Q2,Moto3,QAT,2022,0
57,9,24,T. Suzuki,Leopard Racing,+0.872 / +0.025,02:05.683,Q2,Moto3,QAT,2022,0
58,10,48,I. Ortola,Angeluss MTA Team,+0.952 / +0.080,02:05.763,Q2,Moto3,QAT,2022,0
59,11,99,C. Tatay,CFMOTO Racing PruestelGP,+1.089 / +0.137,02:05.900,Q2,Moto3,QAT,2022,0
60,12,53,D. Öncü,Red Bull KTM Tech3,+1.362 / +0.273,02:06.173,Q2,Moto3,QAT,2022,0
61,13,43,X. Artigas,CFMOTO Racing PruestelGP,+1.573 / +0.211,02:06.384,Q2,Moto3,QAT,2022,0
62,14,27,K. Toba,CIP Green Power,+1.589 / +0.016,02:06.400,Q2,Moto3,QAT,2022,0
63,15,96,D. Holgado,Red Bull KTM Ajo,+1.634 / +0.045,02:06.445,Q2,Moto3,QAT,2022,0
64,16,54,R. Rossi,SIC58 Squadra Corse,+1.820 / +0.186,02:06.631,Q2,Moto3,QAT,2022,0
65,17,66,J. Kelso,CIP Green Power,+1.909 / +0.089,02:06.720,Q2,Moto3,QAT,2022,0
66,18,18,M. Bertelle,QJMotor Avintia Racing Team,+5.256 / +3.347,02:10.067,Q2,Moto3,QAT,2022,0
67,1,33,B. Binder,Red Bull KTM Factory Racing,,01:53.512,Q1,MotoGP,QAT,2022,0
68,2,20,F. Quartararo,Monster Energy Yamaha MotoGP,+0.142 / +0.142,01:53.654,Q1,MotoGP,QAT,2022,0
69,3,5,J. Zarco,Pramac Racing,+0.268 / +0.126,01:53.780,Q1,MotoGP,QAT,2022,0
70,4,88,M. Oliveira,Red Bull KTM Factory Racing,+0.307 / +0.039,01:53.819,Q1,MotoGP,QAT,2022,0
71,5,72,M. Bezzecchi,Mooney VR46 Racing Team,+0.403 / +0.096,01:53.915,Q1,MotoGP,QAT,2022,0
72,6,30,T. Nakagami,LCR Honda IDEMITSU,+0.526 / +0.123,01:54.038,Q1,MotoGP,QAT,2022,0
73,7,10,L. Marini,Mooney VR46 Racing Team,+0.710 / +0.184,01:54.222,Q1,MotoGP,QAT,2022,0
74,8,73,A. Marquez,LCR Honda CASTROL,+0.712 / +0.002,01:54.224,Q1,MotoGP,QAT,2022,0
75,9,12,M. Viñales,Aprilia Racing,+0.716 / +0.004,01:54.228,Q1,MotoGP,QAT,2022,0
76,10,4,A. Dovizioso,WithU Yamaha RNF MotoGP Team,+0.732 / +0.016,01:54.244,Q1,MotoGP,QAT,2022,0
77,11,49,F. Di Giannantonio,Gresini Racing MotoGP,+0.764 / +0.032,01:54.276,Q1,MotoGP,QAT,2022,0
78,12,87,R. Gardner,Tech3 KTM Factory Racing,+0.866 / +0.102,01:54.378,Q1,MotoGP,QAT,2022,0
79,13,25,R. Fernandez,Tech3 KTM Factory Racing,+1.377 / +0.511,01:54.889,Q1,MotoGP,QAT,2022,0
80,14,40,D. Binder,WithU Yamaha RNF MotoGP Team,+2.499 / +1.122,01:56.011,Q1,MotoGP,QAT,2022,0
81,1,89,J. Martin,Pramac Racing,,01:53.011,Q2,MotoGP,QAT,2022,0
82,2,23,E. Bastianini,Gresini Racing MotoGP,+0.147 / +0.147,01:53.158,Q2,MotoGP,QAT,2022,0
83,3,93,M. Marquez,Repsol Honda Team,+0.272 / +0.125,01:53.283,Q2,MotoGP,QAT,2022,0
84,4,43,J. Miller,Ducati Lenovo Team,+0.287 / +0.015,01:53.298,Q2,MotoGP,QAT,2022,0
85,5,41,A. Espargaro,Aprilia Racing,+0.308 / +0.021,01:53.319,Q2,MotoGP,QAT,2022,0
86,6,44,P. Espargaro,Repsol Honda Team,+0.335 / +0.027,01:53.346,Q2,MotoGP,QAT,2022,0
87,7,33,B. Binder,Red Bull KTM Factory Racing,+0.339 / +0.004,01:53.350,Q2,MotoGP,QAT,2022,0
88,8,36,J. Mir,Team SUZUKI ECSTAR,+0.396 / +0.057,01:53.407,Q2,MotoGP,QAT,2022,0
89,9,63,F. Bagnaia,Ducati Lenovo Team,+0.400 / +0.004,01:53.411,Q2,MotoGP,QAT,2022,0
90,10,42,A. Rins,Team SUZUKI ECSTAR,+0.470 / +0.070,01:53.481,Q2,MotoGP,QAT,2022,0
91,11,20,F. Quartararo,Monster Energy Yamaha MotoGP,+0.624 / +0.154,01:53.635,Q2,MotoGP,QAT,2022,0
92,12,21,F. Morbidelli,Monster Energy Yamaha MotoGP,+0.971 / +0.347,01:53.982,Q2,MotoGP,QAT,2022,0
93,1,35,S. Chantra,IDEMITSU Honda Team Asia,,01:36.464,Q1,Moto2,INA,2022,1
94,2,64,B. Bendsneyder,Pertamina Mandalika SAG Team,+0.274 / +0.274,01:36.738,Q1,Moto2,INA,2022,1
95,3,52,J. Alcoba,Liqui Moly Intact GP,+0.406 / +0.132,01:36.870,Q1,Moto2,INA,2022,1
96,4,24,S. Corsi,MV Agusta Forward Racing,+0.418 / +0.012,01:36.882,Q1,Moto2,INA,2022,1
97,5,16,J. Roberts,Italtrans Racing Team,+0.441 / +0.023,01:36.905,Q1,Moto2,INA,2022,1
98,6,7,B. Baltus,RW Racing GP,+0.444 / +0.003,01:36.908,Q1,Moto2,INA,2022,1
99,7,79,A. Ogura,IDEMITSU Honda Team Asia,+0.449 / +0.005,01:36.913,Q1,Moto2,INA,2022,1
100,8,23,M. Schrotter,Liqui Moly Intact GP,+0.569 / +0.120,01:37.033,Q1,Moto2,INA,2022,1
101,9,12,F. Salac,Gresini Racing Moto2,+0.754 / +0.185,01:37.218,Q1,Moto2,INA,2022,1
102,10,2,G. Rodrigo,Pertamina Mandalika SAG Team,+0.972 / +0.218,01:37.436,Q1,Moto2,INA,2022,1
103,11,84,Z. Van Den Goorbergh,RW Racing GP,+1.118 / +0.146,01:37.582,Q1,Moto2,INA,2022,1
104,12,81,K. Kubo,Yamaha VR46 Master Camp Team,+1.161 / +0.043,01:37.625,Q1,Moto2,INA,2022,1
105,13,19,L. Dalla Porta,Italtrans Racing Team,+1.379 / +0.218,01:37.843,Q1,Moto2,INA,2022,1
106,14,28,N. Antonelli,Mooney VR46 Racing Team,+1.602 / +0.223,01:38.066,Q1,Moto2,INA,2022,1
107,15,61,A. Zaccone,Gresini Racing Moto2,+2.145 / +0.543,01:38.609,Q1,Moto2,INA,2022,1
108,16,4,S. Kelly,American Racing,,,Q1,Moto2,INA,2022,1
109,1,96,J. Dixon,Inde GASGAS Aspar Team,,01:35.799,Q2,Moto2,INA,2022,1
110,2,37,A. Fernandez,Red Bull KTM Ajo,+0.102 / +0.102,01:35.901,Q2,Moto2,INA,2022,1
111,3,22,S. Lowes,Elf Marc VDS Racing Team,+0.154 / +0.052,01:35.953,Q2,Moto2,INA,2022,1
112,4,35,S. Chantra,IDEMITSU Honda Team Asia,+0.461 / +0.307,01:36.260,Q2,Moto2,INA,2022,1
113,5,64,B. Bendsneyder,Pertamina Mandalika SAG Team,+0.538 / +0.077,01:36.337,Q2,Moto2,INA,2022,1
114,6,75,A. Arenas,Inde GASGAS Aspar Team,+0.782 / +0.244,01:36.581,Q2,Moto2,INA,2022,1
115,7,13,C. Vietti,Mooney VR46 Racing Team,+0.789 / +0.007,01:36.588,Q2,Moto2,INA,2022,1
116,8,14,T. Arbolino,Elf Marc VDS Racing Team,+0.858 / +0.069,01:36.657,Q2,Moto2,INA,2022,1
117,9,24,S. Corsi,MV Agusta Forward Racing,+0.866 / +0.008,01:36.665,Q2,Moto2,INA,2022,1
118,10,51,P. Acosta,Red Bull KTM Ajo,+0.952 / +0.086,01:36.751,Q2,Moto2,INA,2022,1
119,11,6,C. Beaubier,American Racing,+1.101 / +0.149,01:36.900,Q2,Moto2,INA,2022,1
120,12,54,F. Aldeguer ,MB Conveyors Speed Up,+1.207 / +0.106,01:37.006,Q2,Moto2,INA,2022,1
121,13,40,A. Canet,Flexbox HP40,+1.229 / +0.022,01:37.028,Q2,Moto2,INA,2022,1
122,14,42,M. Ramirez,MV Agusta Forward Racing,+1.235 / +0.006,01:37.034,Q2,Moto2,INA,2022,1
123,15,52,J. Alcoba,Liqui Moly Intact GP,+1.273 / +0.038,01:37.072,Q2,Moto2,INA,2022,1
124,16,5,R. Fenati,MB Conveyors Speed Up,+1.513 / +0.240,01:37.312,Q2,Moto2,INA,2022,1
125,17,18,M. Gonzalez,Yamaha VR46 Master Camp Team,,,Q2,Moto2,INA,2022,1
126,18,9,J. Navarro,Flexbox HP40,+0.000 / +0.000,,Q2,Moto2,INA,2022,1
127,1,11,S. Garcia,Gaviota GASGAS Aspar Team,,01:42.302,Q1,Moto3,INA,2022,1
128,2,64,M. Suryo Aji,Honda Team Asia,+0.302 / +0.302,01:42.604,Q1,Moto3,INA,2022,1
129,3,43,X. Artigas,CFMOTO Racing PruestelGP,+0.312 / +0.010,01:42.614,Q1,Moto3,INA,2022,1
130,4,67,A. Surra,Rivacold Snipers Team,+0.335 / +0.023,01:42.637,Q1,Moto3,INA,2022,1
131,5,96,D. Holgado,Red Bull KTM Ajo,+0.671 / +0.336,01:42.973,Q1,Moto3,INA,2022,1
132,6,24,T. Suzuki,Leopard Racing,+0.706 / +0.035,01:43.008,Q1,Moto3,INA,2022,1
133,7,82,S. Nepa,Angeluss MTA Team,+0.777 / +0.071,01:43.079,Q1,Moto3,INA,2022,1
134,8,66,J. Kelso,CIP Green Power,+0.861 / +0.084,01:43.163,Q1,Moto3,INA,2022,1
135,9,20,L. Fellon,SIC58 Squadra Corse,+0.890 / +0.029,01:43.192,Q1,Moto3,INA,2022,1
136,10,22,A. Carrasco,BOE SKX,+1.474 / +0.584,01:43.776,Q1,Moto3,INA,2022,1
137,11,6,R. Yamanaka,MT Helmets - MSI,+1.529 / +0.055,01:43.831,Q1,Moto3,INA,2022,1
138,12,87,G. Riu Male,BOE SKX,+2.088 / +0.559,01:44.390,Q1,Moto3,INA,2022,1
139,13,70,J. Whatley,VisionTrack Racing Team,+2.176 / +0.088,01:44.478,Q1,Moto3,INA,2022,1
140,14,27,K. Toba,CIP Green Power,+2.356 / +0.180,01:44.658,Q1,Moto3,INA,2022,1
141,1,99,C. Tatay,CFMOTO Racing PruestelGP,,01:41.232,Q2,Moto3,INA,2022,1
142,2,10,D. Moreira,MT Helmets - MSI,+0.083 / +0.083,01:41.315,Q2,Moto3,INA,2022,1
143,3,64,M. Suryo Aji,Honda Team Asia,+0.335 / +0.252,01:41.567,Q2,Moto3,INA,2022,1
144,4,43,X. Artigas,CFMOTO Racing PruestelGP,+0.353 / +0.018,01:41.585,Q2,Moto3,INA,2022,1
145,5,16,A. Migno,Rivacold Snipers Team,+0.362 / +0.009,01:41.594,Q2,Moto3,INA,2022,1
146,6,7,D. Foggia,Leopard Racing,+0.442 / +0.080,01:41.674,Q2,Moto3,INA,2022,1
147,7,11,S. Garcia,Gaviota GASGAS Aspar Team,+0.579 / +0.137,01:41.811,Q2,Moto3,INA,2022,1
148,8,28,I. Guevara,Gaviota GASGAS Aspar Team,+0.598 / +0.019,01:41.830,Q2,Moto3,INA,2022,1
149,9,53,D. Öncü,Red Bull KTM Tech3,+0.971 / +0.373,01:42.203,Q2,Moto3,INA,2022,1
150,10,71,A. Sasaki,Sterilgarda Husqvarna Max,+1.036 / +0.065,01:42.268,Q2,Moto3,INA,2022,1
151,11,5,J. Masia,Red Bull KTM Ajo,+1.159 / +0.123,01:42.391,Q2,Moto3,INA,2022,1
152,12,67,A. Surra,Rivacold Snipers Team,+1.166 / +0.007,01:42.398,Q2,Moto3,INA,2022,1
153,13,23,E. Bartolini,QJMotor Avintia Racing Team,+1.606 / +0.440,01:42.838,Q2,Moto3,INA,2022,1
154,14,48,I. Ortola,Angeluss MTA Team,+1.646 / +0.040,01:42.878,Q2,Moto3,INA,2022,1
155,15,54,R. Rossi,SIC58 Squadra Corse,+1.897 / +0.251,01:43.129,Q2,Moto3,INA,2022,1
156,16,18,M. Bertelle,QJMotor Avintia Racing Team,+2.164 / +0.267,01:43.396,Q2,Moto3,INA,2022,1
157,17,31,A. Fernandez,Red Bull KTM Tech3,+2.528 / +0.364,01:43.760,Q2,Moto3,INA,2022,1
158,18,19,S. Ogden,VisionTrack Racing Team,,,Q2,Moto3,INA,2022,1
159,1,63,F. Bagnaia,Ducati Lenovo Team,,01:31.219,Q1,MotoGP,INA,2022,1
160,2,49,F. Di Giannantonio,Gresini Racing MotoGP,+0.412 / +0.412,01:31.631,Q1,MotoGP,INA,2022,1
161,3,10,L. Marini,Mooney VR46 Racing Team,+0.447 / +0.035,01:31.666,Q1,MotoGP,INA,2022,1
162,4,72,M. Bezzecchi,Mooney VR46 Racing Team,+0.476 / +0.029,01:31.695,Q1,MotoGP,INA,2022,1
163,5,93,M. Marquez,Repsol Honda Team,+0.611 / +0.135,01:31.830,Q1,MotoGP,INA,2022,1
164,6,44,P. Espargaro,Repsol Honda Team,+0.612 / +0.001,01:31.831,Q1,MotoGP,INA,2022,1
165,7,4,A. Dovizioso,WithU Yamaha RNF MotoGP Team,+0.651 / +0.039,01:31.870,Q1,MotoGP,INA,2022,1
166,8,36,J. Mir,Team SUZUKI ECSTAR,+0.656 / +0.005,01:31.875,Q1,MotoGP,INA,2022,1
167,9,73,A. Marquez,LCR Honda CASTROL,+0.768 / +0.112,01:31.987,Q1,MotoGP,INA,2022,1
168,10,12,M. Viñales,Aprilia Racing,+0.787 / +0.019,01:32.006,Q1,MotoGP,INA,2022,1
169,11,25,R. Fernandez,Tech3 KTM Factory Racing,+0.903 / +0.116,01:32.122,Q1,MotoGP,INA,2022,1
170,12,87,R. Gardner,Tech3 KTM Factory Racing,+0.921 / +0.018,01:32.140,Q1,MotoGP,INA,2022,1
171,13,40,D. Binder,WithU Yamaha RNF MotoGP Team,+1.080 / +0.159,01:32.299,Q1,MotoGP,INA,2022,1
172,14,30,T. Nakagami,LCR Honda IDEMITSU,+1.111 / +0.031,01:32.330,Q1,MotoGP,INA,2022,1
173,1,20,F. Quartararo,Monster Energy Yamaha MotoGP,,01:31.067,Q2,MotoGP,INA,2022,1
174,2,89,J. Martin,Pramac Racing,+0.213 / +0.213,01:31.280,Q2,MotoGP,INA,2022,1
175,3,5,J. Zarco,Pramac Racing,+0.311 / +0.098,01:31.378,Q2,MotoGP,INA,2022,1
176,4,33,B. Binder,Red Bull KTM Factory Racing,+0.366 / +0.055,01:31.433,Q2,MotoGP,INA,2022,1
177,5,23,E. Bastianini,Gresini Racing MotoGP,+0.437 / +0.071,01:31.504,Q2,MotoGP,INA,2022,1
178,6,63,F. Bagnaia,Ducati Lenovo Team,+0.440 / +0.003,01:31.507,Q2,MotoGP,INA,2022,1
179,7,88,M. Oliveira,Red Bull KTM Factory Racing,+0.499 / +0.059,01:31.566,Q2,MotoGP,INA,2022,1
180,8,42,A. Rins,Team SUZUKI ECSTAR,+0.515 / +0.016,01:31.582,Q2,MotoGP,INA,2022,1
181,9,43,J. Miller,Ducati Lenovo Team,+0.647 / +0.132,01:31.714,Q2,MotoGP,INA,2022,1
182,10,41,A. Espargaro,Aprilia Racing,+0.656 / +0.009,01:31.723,Q2,MotoGP,INA,2022,1
183,11,49,F. Di Giannantonio,Gresini Racing MotoGP,+0.762 / +0.106,01:31.829,Q2,MotoGP,INA,2022,1
184,12,21,F. Morbidelli,Monster Energy Yamaha MotoGP,+1.269 / +0.507,01:32.336,Q2,MotoGP,INA,2022,1
185,1,6,C. Beaubier,American Racing,,01:44.132,Q1,Moto2,ARG,2022,2
186,2,18,M. Gonzalez,Yamaha VR46 Master Camp Team,+0.024 / +0.024,01:44.156,Q1,Moto2,ARG,2022,2
187,3,84,Z. Van Den Goorbergh,RW Racing GP,+0.053 / +0.029,01:44.185,Q1,Moto2,ARG,2022,2
188,4,23,M. Schrotter,Liqui Moly Intact GP,+0.067 / +0.014,01:44.199,Q1,Moto2,ARG,2022,2
189,5,19,L. Dalla Porta,Italtrans Racing Team,+0.112 / +0.045,01:44.244,Q1,Moto2,ARG,2022,2
190,6,2,G. Rodrigo,Pertamina Mandalika SAG Team,+0.258 / +0.146,01:44.390,Q1,Moto2,ARG,2022,2
191,7,24,S. Corsi,MV Agusta Forward Racing,+0.299 / +0.041,01:44.431,Q1,Moto2,ARG,2022,2
192,8,42,M. Ramirez,MV Agusta Forward Racing,+0.313 / +0.014,01:44.445,Q1,Moto2,ARG,2022,2
193,9,12,F. Salac,Gresini Racing Moto2,+0.369 / +0.056,01:44.501,Q1,Moto2,ARG,2022,2
194,10,28,N. Antonelli,Mooney VR46 Racing Team,+0.389 / +0.020,01:44.521,Q1,Moto2,ARG,2022,2
195,11,52,J. Alcoba,Liqui Moly Intact GP,+0.520 / +0.131,01:44.652,Q1,Moto2,ARG,2022,2
196,12,5,R. Fenati,MB Conveyors Speed Up,+0.539 / +0.019,01:44.671,Q1,Moto2,ARG,2022,2
197,13,4,S. Kelly,American Racing,+0.666 / +0.127,01:44.798,Q1,Moto2,ARG,2022,2
198,14,61,A. Zaccone,Gresini Racing Moto2,+0.666 / +0.000,01:44.798,Q1,Moto2,ARG,2022,2
199,15,81,K. Kubo,Yamaha VR46 Master Camp Team,+0.744 / +0.078,01:44.876,Q1,Moto2,ARG,2022,2
200,1,54,F. Aldeguer ,MB Conveyors Speed Up,,01:43.306,Q2,Moto2,ARG,2022,2
201,2,37,A. Fernandez,Red Bull KTM Ajo,+0.150 / +0.150,01:43.456,Q2,Moto2,ARG,2022,2
202,3,14,T. Arbolino,Elf Marc VDS Racing Team,+0.207 / +0.057,01:43.513,Q2,Moto2,ARG,2022,2
203,4,75,A. Arenas,Autosolar GASGAS Aspar Team,+0.309 / +0.102,01:43.615,Q2,Moto2,ARG,2022,2
204,5,96,J. Dixon,Autosolar GASGAS Aspar Team,+0.316 / +0.007,01:43.622,Q2,Moto2,ARG,2022,2
205,6,13,C. Vietti,Mooney VR46 Racing Team,+0.339 / +0.023,01:43.645,Q2,Moto2,ARG,2022,2
206,7,35,S. Chantra,IDEMITSU Honda Team Asia,+0.365 / +0.026,01:43.671,Q2,Moto2,ARG,2022,2
207,8,79,A. Ogura,IDEMITSU Honda Team Asia,+0.404 / +0.039,01:43.710,Q2,Moto2,ARG,2022,2
208,9,64,B. Bendsneyder,Pertamina Mandalika SAG Team,+0.421 / +0.017,01:43.727,Q2,Moto2,ARG,2022,2
209,10,18,M. Gonzalez,Yamaha VR46 Master Camp Team,+0.455 / +0.034,01:43.761,Q2,Moto2,ARG,2022,2
210,11,22,S. Lowes,Elf Marc VDS Racing Team,+0.481 / +0.026,01:43.787,Q2,Moto2,ARG,2022,2
211,12,40,A. Canet,Flexbox HP40,+0.504 / +0.023,01:43.810,Q2,Moto2,ARG,2022,2
212,13,9,J. Navarro,Flexbox HP40,+0.533 / +0.029,01:43.839,Q2,Moto2,ARG,2022,2
213,14,84,Z. Van Den Goorbergh,RW Racing GP,+0.762 / +0.229,01:44.068,Q2,Moto2,ARG,2022,2
214,15,16,J. Roberts,Italtrans Racing Team,+0.883 / +0.121,01:44.189,Q2,Moto2,ARG,2022,2
215,16,6,C. Beaubier,American Racing,+0.883 / +0.000,01:44.189,Q2,Moto2,ARG,2022,2
216,17,51,P. Acosta,Red Bull KTM Ajo,+0.899 / +0.016,01:44.205,Q2,Moto2,ARG,2022,2
217,18,23,M. Schrotter,Liqui Moly Intact GP,+1.248 / +0.349,01:44.554,Q2,Moto2,ARG,2022,2
218,1,6,R. Yamanaka,MT Helmets - MSI,,01:49.822,Q1,Moto3,ARG,2022,2
219,2,82,S. Nepa,Angeluss MTA Team,+0.077 / +0.077,01:49.899,Q1,Moto3,ARG,2022,2
220,3,54,R. Rossi,SIC58 Squadra Corse,+0.097 / +0.020,01:49.919,Q1,Moto3,ARG,2022,2
221,4,66,J. Kelso,CIP Green Power,+0.158 / +0.061,01:49.980,Q1,Moto3,ARG,2022,2
222,5,19,S. Ogden,VisionTrack Racing Team,+0.272 / +0.114,01:50.094,Q1,Moto3,ARG,2022,2
223,6,64,M. Suryo Aji,Honda Team Asia,+0.282 / +0.010,01:50.104,Q1,Moto3,ARG,2022,2
224,7,23,E. Bartolini,QJMotor Avintia Racing Team,+0.316 / +0.034,01:50.138,Q1,Moto3,ARG,2022,2
225,8,72,T. Furusato,Honda Team Asia,+0.387 / +0.071,01:50.209,Q1,Moto3,ARG,2022,2
226,9,31,A. Fernandez,Red Bull KTM Tech3,+0.407 / +0.020,01:50.229,Q1,Moto3,ARG,2022,2
227,10,18,M. Bertelle,QJMotor Avintia Racing Team,+0.601 / +0.194,01:50.423,Q1,Moto3,ARG,2022,2
228,11,67,A. Surra,Rivacold Snipers Team,+0.722 / +0.121,01:50.544,Q1,Moto3,ARG,2022,2
229,12,20,L. Fellon,SIC58 Squadra Corse,+0.918 / +0.196,01:50.740,Q1,Moto3,ARG,2022,2
230,13,22,A. Carrasco,BOE SKX,+1.209 / +0.291,01:51.031,Q1,Moto3,ARG,2022,2
